T,OTU,Replicate,n0_factor,status
38,6,R3,1.0472131017244573,ok
38,6,R4,1.0572885763145883,ok
38,6,R5,1.0461243037677899,ok
38,7,R1,1.0239257675014424,ok
38,7,R2,1.025673949265166,ok
38,7,R3,1.0281174287197592,ok
38,7,R4,1.0268547875589833,ok
38,7,R5,1.024143961725123,ok
38,8,R1,1.034151121431835,ok
38,8,R2,1.0518395026739316,ok
38,8,R3,1.0407737718598167,ok
38,8,R4,1.0577893018102573,ok
38,8,R5,1.0541222963498298,ok
38,9,R1,1.0535168332697358,ok
38,9,R2,1.0527175645658744,ok
38,9,R3,1.0659687274388578,ok
38,9,R4,1.0480350411817811,ok
38,9,R5,1.0645923348678903,ok
38,10,R1,1.0026912726374584,ok
38,10,R2,1.0037584361155165,ok
38,10,R3,1.002281839339683,ok
38,10,R4,1.0037082105457367,ok
38,10,R5,1.0039809871039331,ok
38,11,R1,1.0380931025152658,ok
38,11,R2,1.0372233364397327,ok
38,11,R3,1.0413436539632184,ok
38,11,R4,1.0356593465197896,ok
38,11,R5,1.0378156987277962,ok
38,12,R1,1.0661381958589111,ok
38,12,R2,1.0608935694064385,ok
38,12,R3,1.0689446875037036,ok
38,12,R4,1.07818732853196,ok
38,12,R5,1.0557396417353289,ok
38,13,R1,1.2044003325481494,ok
38,13,R2,1.178196325880649,ok
38,13,R3,1.2482036276821296,ok
38,13,R4,1.1900232360471046,ok
38,13,R5,1.1951235831836604,ok
38,14,R1,0.9411999772654799,ok
38,14,R2,0.9316072865461069,ok
38,14,R3,0.9523593912973852,ok
38,14,R4,0.9218631517930359,ok
38,14,R5,0.9416733844903499,ok
38,15,R1,0.9648502357890089,ok
38,15,R2,0.964075838696387,ok
38,15,R3,0.9582772965813928,ok
38,15,R4,0.9601371792055693,ok
38,15,R5,0.966922422954672,ok
38,16,R1,1.1799886522143654,ok
38,16,R2,1.2288923505527072,ok
38,16,R3,1.1429923841103276,ok
38,16,R4,1.0749304341469625,ok
38,16,R5,1.102944479995255,ok
38,17,R1,1.2956995751901101,ok
38,17,R2,1.1596498744769006,ok
38,17,R3,1.2448486981133264,ok
38,17,R4,1.2280483138443519,ok
38,17,R5,1.2023955582130081,ok
38,18,R1,1.160553094088111,ok
38,18,R2,1.2047273260503342,ok
38,18,R3,1.1465565261329853,ok
38,18,R4,1.1842391237110619,ok
38,18,R5,1.193217361297773,ok
40,1,R1,1.1159891994543696,ok
40,1,R2,1.086010655285193,ok
40,1,R3,1.0952604769468166,ok
40,1,R4,1.0824496833573283,ok
40,1,R5,1.1164698374345954,ok
40,2,R1,1.1850344897195275,ok
40,2,R2,1.1762259154095527,ok
40,2,R3,1.1552852532432205,ok
40,2,R4,1.1168841750254788,ok
40,2,R5,1.150337620459253,ok
40,3,R1,1.0684811803891558,ok
40,3,R2,1.0811011244329116,ok
40,3,R3,1.1336733147995226,ok
40,3,R4,1.1267967016728297,ok
40,3,R5,1.0940921047345893,ok
40,4,R1,1.2056089009558153,ok
40,4,R2,1.1856641244046122,ok
40,4,R3,1.094853690466092,ok
40,4,R4,1.1775340211793714,ok
40,4,R5,1.2237090127989931,ok
40,5,R1,1.18407719552551,ok
40,5,R2,1.2228707598480175,ok
40,5,R3,1.1629776117888655,ok
40,5,R4,1.2045832782526886,ok
40,5,R5,1.2567934843422757,ok
40,6,R2,1.0804124001902153,ok
40,6,R3,1.1047793063221,ok
40,6,R4,1.1116430912970214,ok
40,6,R5,1.0587825884142017,ok
40,7,R1,1.067793121394939,ok
40,7,R2,1.0724092581720135,ok
40,7,R3,1.0972782073790908,ok
40,7,R4,1.0793893004509227,ok
40,7,R5,1.091067030416282,ok
40,8,R1,1.1682030349226475,ok
40,8,R2,1.2127579077563775,ok
40,8,R3,1.252001399381108,ok
40,8,R4,1.143998374797535,ok
40,8,R5,1.2259742229033022,ok
40,9,R1,1.1364466571359455,ok
40,9,R2,1.1787302539400983,ok
40,9,R3,1.1938374122355404,ok
40,9,R4,1.1338892211592007,ok
40,9,R5,1.133461984897004,ok
40,10,R1,1.078128547197828,ok
40,10,R2,1.0705837206025843,ok
40,10,R3,1.0656262428497707,ok
40,10,R4,1.064954133303815,ok
40,10,R5,1.065806218213504,ok
40,11,R1,1.1059741469929156,ok
40,11,R2,1.108830656626916,ok
40,11,R3,1.1223859620046956,ok
40,11,R4,1.1176640328126026,ok
40,11,R5,1.110251872412358,ok
40,12,R1,1.1663799243513908,ok
40,12,R2,1.1717346303346128,ok
40,12,R3,1.156380895133228,ok
40,12,R4,1.1422680033938069,ok
40,12,R5,1.1748112958346466,ok
40,13,R1,1.3125318581692142,ok
40,13,R2,1.3111980227395477,ok
40,13,R3,1.2295172384305988,ok
40,13,R4,1.2851945734818706,ok
40,13,R5,1.2869109597138775,ok
40,14,R1,1.0475223333337194,ok
40,14,R2,1.0572788378014597,ok
40,14,R3,1.0305107354661274,ok
40,14,R4,1.0350224009973108,ok
40,14,R5,1.0148404448855504,ok
40,15,R1,1.2875551266745686,ok
40,15,R2,1.3045572476943514,ok
40,15,R3,1.2269973818693782,ok
40,15,R4,1.156754494067709,ok
40,15,R5,1.195001243384595,ok
40,17,R2,1.3197510387010363,ok
40,17,R3,1.302086292912096,ok
40,17,R4,1.3002724429132153,ok
40,17,R5,1.3838089442902888,ok
42,1,R1,1.1774272398252725,ok
42,1,R3,1.15996598937626,ok
42,1,R4,1.1866775766054254,ok
42,1,R5,1.229372410391005,ok
42,2,R1,1.1752400566095247,ok
42,2,R2,1.1772819243595396,ok
42,2,R3,1.2402561791620996,ok
42,2,R4,1.2164516401302368,ok
42,2,R5,1.1248826297332983,ok
42,3,R1,1.1858193312717349,ok
42,3,R2,1.2157388342834352,ok
42,3,R3,1.2023461058270684,ok
42,3,R4,1.2890226147402613,ok
42,3,R5,1.2319626798004784,ok
42,4,R1,1.2109720725249609,ok
42,4,R2,1.243705137567886,ok
42,4,R5,1.1876405838052013,ok
42,5,R1,1.1153914473274913,ok
42,5,R2,1.116427362817052,ok
42,5,R3,1.1566157623834206,ok
42,5,R4,1.24235869300728,ok
42,5,R5,1.11873882244556,ok
42,6,R2,1.0621689683676172,ok
42,6,R4,1.07565825259029,ok
42,6,R5,1.0592221368160095,ok
42,7,R1,1.0719418182806382,ok
42,7,R2,1.1380013437352587,ok
42,7,R3,1.113617492468101,ok
42,7,R4,1.120044842383849,ok
42,7,R5,1.1106892212246202,ok
42,8,R1,1.2648219323451837,ok
42,8,R2,1.33911542541608,ok
42,8,R3,1.3269429655168403,ok
42,8,R4,1.3458938979948134,ok
42,8,R5,1.311422025958865,ok
42,9,R1,1.137231175468975,ok
42,9,R2,1.2356137148526218,ok
42,9,R3,1.2202847978743627,ok
42,9,R4,1.3109522649509133,ok
42,9,R5,1.1826270312975133,ok
42,10,R1,1.0850008018887667,ok
42,10,R2,1.1182412321159778,ok
42,10,R3,1.1338149553700032,ok
42,10,R4,1.1686389705863849,ok
42,10,R5,1.1436580662019322,ok
42,11,R1,1.187087572671081,ok
42,11,R2,1.1652027841846215,ok
42,11,R3,1.2168851947368042,ok
42,11,R4,1.1796081510154193,ok
42,11,R5,1.1610698081985025,ok
42,12,R2,1.2553641586026432,ok
42,12,R3,1.1706198901933522,ok
42,12,R4,1.2383109454726118,ok
42,12,R5,1.2653378007613405,ok
42,14,R1,1.1749482945009921,ok
42,14,R2,1.17424771161535,ok
42,14,R3,1.3715771499976084,ok
42,14,R4,1.340665229454092,ok
42,14,R5,1.2977215869002914,ok
42,15,R1,1.583637244107162,ok
42,15,R2,1.580776766910392,ok
42,15,R3,1.3561611040218116,ok
42,15,R4,1.560693829590533,ok
42,15,R5,1.5662458780500257,ok
44,1,R1,1.154361063726575,ok
44,1,R3,1.123069621255691,ok
44,1,R4,1.1599069353856344,ok
44,1,R5,1.2545571460188858,ok
44,2,R1,1.1380483020420726,ok
44,2,R3,1.2817199949140383,ok
44,2,R4,1.1015253340720073,ok
44,2,R5,1.1773216557019972,ok
44,3,R1,1.106276200192031,ok
44,3,R2,1.1407453703679853,ok
44,3,R3,1.3289804578546989,ok
44,3,R4,1.19102416417833,ok
44,3,R5,1.1996366345351532,ok
44,4,R4,1.1399332189700364,ok
44,7,R3,1.0957120980486679,ok
44,7,R4,1.1124164485634276,ok
44,7,R5,1.0862488372474832,ok
44,8,R1,1.121870927320392,ok
44,8,R2,1.2011037082056715,ok
44,8,R3,1.3585151963712887,ok
44,8,R4,1.3140036970334446,ok
44,8,R5,1.2157560951530242,ok
44,9,R1,1.1166098451787445,ok
44,9,R2,1.2433510044034417,ok
44,9,R3,1.2742454208565355,ok
44,9,R4,1.2539564418765012,ok
44,10,R1,1.1211464398133315,ok
44,10,R2,1.1390180600136957,ok
44,10,R3,1.149332748419911,ok
44,10,R4,1.1752093143595195,ok
44,10,R5,1.178064062408507,ok
44,11,R1,1.1230088125440316,ok
44,11,R2,1.1467113526922386,ok
44,11,R3,1.2258520008528728,ok
44,11,R4,1.2037208745454615,ok
44,11,R5,1.1806217229457365,ok
44,12,R4,1.2281071311680078,ok
44,14,R1,1.416599181199669,ok
44,14,R2,1.2537139833507729,ok
44,14,R3,1.2705492017945292,ok
44,14,R4,1.275480371001879,ok
44,14,R5,1.2308074711014647,ok
44,15,R1,1.4894043591029795,ok
44,15,R2,1.60182698513495,ok
44,15,R3,1.3428468735659171,ok
44,15,R4,1.3655859540464736,ok
44,15,R5,1.4652301534774785,ok
