gene,length_aa,MW_kDa
CPAR2_100200,303,33.0
CPAR2_103950,350,40.55
CPAR2_403790,462,52.35
CPAR2_807060,463,53.67
CPAR2_403310,555,63.37
CPAR2_213040,442,51.81
CPAR2_403550,558,60.42
CPAR2_213280,788,87.61
CPAR2_402220,501,53.42
CPAR2_300590,620,69.01
CPAR2_500820,720,81.42
CPAR2_303860,280,31.35
CPAR2_602130,304,33.29
CPAR2_601040,843,93.2
CPAR2_808380,438,48.78
CPAR2_603220,317,36.59
CPAR2_803930,287,33.16
CPAR2_802600,497,54.23
CPAR2_205670,613,66.53
CPAR2_207610,855,94.24
CPAR2_105940,646,73.49
CPAR2_402050,521,58.75
CPAR2_214140,712,80.78
CPAR2_807090,344,39.3
CPAR2_703170,594,65.71
CPAR2_501920,626,67.85
CPAR2_208710,433,49.93
CPAR2_103530,495,56.48
CPAR2_104620,460,51.72
CPAR2_105710,715,83.29
CPAR2_402040,515,58.06
CPAR2_101350,317,35.98
CPAR2_214150,394,44.23
CPAR2_602110,252,28.02
CPAR2_704270,164,19.09
CPAR2_703180,931,105.79
CPAR2_402290,249,28.48
CPAR2_603680,630,71.82
CPAR2_802620,393,43.53
CPAR2_300770,597,65.98
CPAR2_301860,892,101.93
CPAR2_203270,625,69.5
CPAR2_204360,460,50.23
CPAR2_104830,1442,160.97
CPAR2_405540,358,40.28
CPAR2_404450,342,37.44
CPAR2_405780,578,63.48
CPAR2_700910,592,64.56
CPAR2_405300,4128,470.9
CPAR2_214160,776,87.19
CPAR2_703190,465,50.81
CPAR2_213080,215,21.95
CPAR2_501700,746,84.33
CPAR2_109290,651,74.63
CPAR2_500850,620,69.57
CPAR2_803500,868,98.55
CPAR2_301650,295,34.69
CPAR2_801560,345,39.09
CPAR2_800230,922,104.75
CPAR2_203280,577,66.4
CPAR2_206550,321,36.56
CPAR2_103750,706,79.35
CPAR2_403110,759,86.43
CPAR2_214170,508,59.56
CPAR2_213090,591,67.35
CPAR2_704290,205,23.88
CPAR2_601240,961,107.45
CPAR2_502800,273,29.67
CPAR2_601480,471,53.42
CPAR2_301880,551,61.74
CPAR2_802400,567,64.33
CPAR2_803730,1079,123.92
CPAR2_211900,545,60.54
CPAR2_301640,633,68.28
CPAR2_301400,901,103.25
CPAR2_800220,560,61.35
