reaction,kcat_per_s,best_gene,best_substrate,n_substrates
R03522__cyto,43.3824,XP_025344035.1,C00051,3
R01231__cyto,4.1291,XP_025342826.1,C00064,2
R04391__cyto,2.2634,XP_025344429.1,C04079,1
R06740__cyto,33.1276,XP_025341286.1,C01672,2
R00962__cyto,46.3595,XP_025344429.1,C00475,4
R07489__cyto,3.4307,XP_025341927.1,C01753,2
R00187__cyto,15.4292,XP_025344566.1,C06197,4
R01013__mito,21.0557,XP_025343071.1,C00111,11
R03024__cyto,2.2134,XP_025341664.1,C03360,2
R01890__cyto,1.2496,XP_025341674.1,C00588,2
R00801__cyto,20.7684,XP_025344742.1,C00089,1
R00245__cyto,1.5727,XP_025341706.1,C01165,1
R01011__cyto,6.2403,XP_025344224.1,C00184,1
R04171__cyto,208.6766,XP_025342955.1,C00026,2
R06520__cyto,11.6665,XP_025339851.1,C01120,1
R00235__cyto,15.7793,XP_025340510.1,C00033,2
R00940__mito,183.8702,XP_025339718.1,C00101,1
R01512__cyto,95.9216,XP_025341015.1,C00197,1
R07477__cyto,8.094,XP_025341167.1,C00315,1
R02236__cyto,414.7758,XP_025339718.1,C00415,1
R05066__cyto,1.1761,XP_025341008.1,C06001,4
R00256__mito,5.9206,XP_025343786.1,C00064,2
R06517__cyto,23.0411,XP_025341830.1,C00836,2
R02472__cyto,3.0864,XP_025343159.1,C00522,3
R03239__cyto,21.8188,XP_025340245.1,C01097,4
R06927__cyto,52.3008,XP_025340682.1,C02909,4
R10711__cyto,25.2496,XP_025344360.1,C20784,26
R00197__cyto,67.6488,XP_025340672.1,C00256,2
R04173__cyto,29.144,XP_025340322.1,C01005,2
R01325__pero,53.1485,XP_025340868.1,C00158,3
R00814__cyto,302.8686,XP_025339979.1,C04221,2
R02100__cyto,2.8568,XP_025343733.1,C00460,1
R08770__mito,5.7916,XP_025344139.1,C03885,1
R02088__cyto,29.181,XP_025343207.1,C00360,2
R00709__mito,40.9193,XP_025341845.1,C00311,2
R00945__mito,8.5127,XP_025342547.1,C00143,4
R10783__cyto,132.9814,XP_025340682.1,C16310,8
R04558__mito,19.9229,XP_025343053.1,C00025,3
R09511__cyto,16.0293,XP_025343248.1,C00026,8
R00214__cyto,9.3194,XP_025342797.1,C00149,1
R07215__cyto,17.838,XP_025343182.1,C01189,1
R05640__cyto,2.2576,XP_025344294.1,C01724,1
R11097__cyto,5.6468,XP_025341927.1,C21106,2
R07105__cyto,43.2219,XP_025340682.1,C06899,4
R01969__cyto,1.216,XP_025343966.1,C00330,1
R00497__cyto,1.8859,XP_025340184.1,C00669,2
R01392__pero,44.5606,XP_025341358.1,C00258,4
R02920__cyto,0.1296,XP_025341223.1,C00788,1
R01402__cyto,71.77,XP_025340851.1,C00170,1
R08280__cyto,43.3824,XP_025344035.1,C00051,4
R04457__cyto,140.0155,XP_025341915.1,C15556,2
R04998__cyto,8.8723,XP_025341985.1,C05839,3
R08280__mito,43.3824,XP_025344035.1,C00051,4
R00996__cyto,18.6228,XP_025342032.1,C00188,3
R07400__cyto,13.2712,XP_025343797.1,C00916,4
R01018__cyto,0.5361,XP_025342287.1,C00381,2
R02282__cyto,109.2207,XP_025344629.1,C00437,2
R11896__cyto,2.4943,XP_025343733.1,C21751,1
R00835__cyto,7.9342,XP_025344388.1,C00092,1
R02971__cyto,76.9512,XP_025344429.1,C00831,1
R05691__cyto,4.9864,XP_025341358.1,C08825,5
R04558__cyto,19.9229,XP_025343053.1,C00025,3
R07100__cyto,43.3824,XP_025344035.1,C00051,4
R04321__cyto,5.8683,XP_025343691.1,C00307,1
R02472__mito,3.0864,XP_025343159.1,C00522,3
R03665__cyto,16.9364,XP_025341336.1,C00183,1
R07456__cyto,130.0602,XP_025342045.1,C00118,6
R02493__cyto,0.4275,XP_025342691.1,C00534,2
R06863__cyto,4.8278,XP_025340731.1,C05382,2
R00214__mito,9.3194,XP_025342797.1,C00149,1
R11861__mito,23.5813,XP_025340647.1,C00051,1
R00725__cyto,50.6207,XP_025343315.1,C00081,8
R04300__cyto,95.1237,XP_025341286.1,C03758,2
R00256__cyto,5.9206,XP_025343786.1,C00064,2
R00755__cyto,2.2556,XP_025343925.1,C05125,2
R00066__cyto,236.0386,XP_025344326.1,C04332,1
R09832__cyto,0.9935,XP_025344566.1,C19967,5
R02142__cyto,1.8866,XP_025340346.1,C00385,2
R00945__cyto,8.5127,XP_025342547.1,C00143,4
R06364__cyto,8.7395,XP_025343691.1,C00570,1
R00479__pero,4.609,XP_025340519.1,C00311,1
R01648__cyto,8.5501,XP_025339724.1,C00026,4
R07316__cyto,46.0398,XP_025340868.1,C01563,6
R04427__cyto,0.39,XP_025342659.1,C05437,1
R01868__cyto,14.9724,XP_025341256.1,C00337,2
R05551__cyto,2.6228,XP_025344428.1,C01659,2
R11765__mito,271.7855,XP_025339718.1,C00272,1
R00713__cyto,4.9113,XP_025341251.1,C00232,2
R10057__cyto,0.5919,XP_025342552.1,C04530,2
R03269__cyto,0.3343,XP_025340620.1,C04352,2
R02878__cyto,64.5908,XP_025340682.1,C00756,8
R07481__cyto,1.5142,XP_025342659.1,C01902,1
R02135__cyto,61.7982,XP_025344333.1,C01081,4
R00987__cyto,3.8226,XP_025342242.1,C00328,1
R01039__cyto,13.6908,XP_025341358.1,C00116,4
R09372__cyto,1.5701,XP_025343959.1,C18902,1
R07092__cyto,43.3824,XP_025344035.1,C00051,4
R02294__cyto,2.4379,XP_025343966.1,C03150,1
R09220__cyto,12.2813,XP_025343544.1,C18309,1
R00010__cyto,22.5346,XP_025339566.1,C01083,2
R01639__cyto,63.4055,XP_025340357.1,C00310,1
R10052__cyto,7.1165,XP_025342199.1,C04411,1
R11034__cyto,54.8204,XP_025340868.1,C11930,3
R01373__cyto,125.3797,XP_025340868.1,C00254,3
R00670__cyto,4.3364,XP_025340227.1,C00077,1
R11861__cyto,23.5813,XP_025340647.1,C00051,1
R00277__cyto,0.341,XP_025344481.1,C00647,2
R05329__cyto,8.094,XP_025341167.1,C00315,1
R00549__cyto,83.7479,XP_025344429.1,C00255,1
R02923__pero,24.7217,XP_025344644.1,C00792,4
R08548__cyto,1.0695,XP_025342652.1,C01094,8
R01870__cyto,2.8901,XP_025340922.1,C01103,1
R03051__mito,2.3793,XP_025340578.1,C00900,1
R00996__mito,18.6228,XP_025342032.1,C00188,3
R02058__cyto,57.8557,XP_025342647.1,C00352,2
R05734__cyto,0.6233,XP_025342552.1,C11509,2
R05070__mito,1.0847,XP_025342005.1,C06007,1
R05286__cyto,1.4882,XP_025343693.1,C06754,3
R07362__cyto,25.9278,XP_025339587.1,C00525,2
R01529__cyto,2418.6742,XP_025339753.1,C00199,1
R01039__mito,13.6908,XP_025341358.1,C00116,4
R01526__cyto,1.2496,XP_025339846.1,C00309,1
R00221__cyto,0.196,XP_025341212.1,C00740,1
R07025__cyto,43.3824,XP_025344035.1,C00051,4
R00767__cyto,49.0398,XP_025344429.1,C00063,6
R07899__cyto,0.4195,XP_025344328.1,C00024,2
R04972__cyto,4.8403,XP_025344347.1,C05766,1
R01964__cyto,95.8019,XP_025343315.1,C00329,8
R10994__cyto,4.745,XP_025340184.1,C21015,2
R00052__cyto,5.2541,XP_025342312.1,C00027,2
R02557__cyto,2.279,XP_025343966.1,C00559,1
R03222__cyto,0.4243,XP_025342372.1,C01079,1
R12403__cyto,0.2289,XP_025342552.1,C05103,2
R00006__mito,5.5572,XP_025341159.1,C00900,2
R01863__cyto,1.377,XP_025343966.1,C00294,1
R01177__pero,16.5391,XP_025343189.1,C00024,4
R02887__cyto,11.9398,XP_025341985.1,C01898,3
R03220__cyto,5.6538,XP_025344025.1,C03263,1
R11674__pero,39.1816,XP_025339979.1,C21175,2
R00551__cyto,56.7363,XP_025341789.1,C00062,1
R00830__mito,0.7464,XP_025341038.1,C00091,2
R02236__mito,414.7758,XP_025339718.1,C00415,1
R03319__cyto,55.2936,XP_025343401.1,C01171,2
R03990__cyto,8.7743,XP_025340905.1,C02593,3
R05615__cyto,0.3934,XP_025341956.1,C04146,2
R00709__cyto,40.9193,XP_025341845.1,C00311,2
R07083__cyto,43.3824,XP_025344035.1,C00051,4
R05725__cyto,2.3636,XP_025341213.1,C00533,1
R00936__mito,183.8702,XP_025339718.1,C00101,1
R03660__cyto,66.4647,XP_025344041.1,C00079,3
R03869__cyto,2.256,XP_025343288.1,C06002,3
R02894__cyto,28.5266,XP_025343797.1,C00763,4
R02291__cyto,17.0113,XP_025340761.1,C03082,1
R03330__cyto,15.4119,XP_025342994.1,C04062,8
R12405__cyto,0.0842,XP_025341826.1,C22136,1
R00771__cyto,11.0694,XP_025339672.1,C00092,1
R07034__cyto,428.5944,XP_025340969.1,C05356,4
R00842__mito,3.9251,XP_025340796.1,C00111,2
R01004__cyto,53.6831,XP_025339803.1,C00621,1
R00678__cyto,3.3888,XP_025339653.1,C00078,1
R01057__cyto,64.5169,XP_025343401.1,C00620,2
R04509__cyto,1.2862,XP_025341791.1,C04556,1
R00465__pero,23.9301,XP_025341358.1,C00048,4
R02412__cyto,4.4121,XP_025343755.1,C00493,1
R02508__cyto,3.1997,XP_025340376.1,C00542,2
R01135__cyto,3.2228,XP_025341844.1,C00130,2
R04035__cyto,0.954,XP_025340600.1,C02739,1
R02543__cyto,16.4776,XP_025342531.1,C03640,7
R07460__mito,9.327,XP_025342200.1,C00097,1
R03656__cyto,2.0594,XP_025343198.1,C00407,2
R02985__cyto,7.5516,XP_025341985.1,C00031,6
R04209__cyto,6.7399,XP_025342929.1,C04751,1
R00847__mito,0.2988,XP_025341769.1,C00116,1
R09030__cyto,6.5891,XP_025342165.1,C02962,1
R01130__cyto,3.4346,XP_025342064.1,C00130,1
R00289__cyto,2.7007,XP_025343707.1,C00103,1
R00659__cyto,59.053,XP_025344429.1,C00022,2
R02527__cyto,12.9068,XP_025341358.1,C00937,4
R00769__cyto,37.2784,XP_025344429.1,C00085,3
R01009__cyto,5.4919,XP_025339981.1,C00096,4
R02133__cyto,1.2391,XP_025341791.1,C00378,1
R01071__cyto,22.3452,XP_025342571.1,C00119,1
R01800__cyto,4.6866,XP_025342612.1,C00065,1
R07149__cyto,5.868,XP_025341358.1,C04840,5
R03658__cyto,43.3522,XP_025341031.1,C00047,2
R00694__cyto,12.1787,XP_025340372.1,C00079,6
R01961__cyto,95.8019,XP_025343315.1,C00329,3
R02964__cyto,1.1828,XP_025344480.1,C00828,3
R00009__pero,214.0214,XP_025343574.1,C00027,1
R08632__cyto,0.3327,XP_025342154.1,C02291,1
R12356__cyto,11.5065,XP_025340905.1,C00100,3
R02090__cyto,0.2254,XP_025343386.1,C00362,1
R02245__cyto,2.9804,XP_025342824.1,C00418,1
R00842__cyto,3.9251,XP_025340796.1,C00111,2
R01221__cyto,12.934,XP_025339990.1,C00101,8
R01073__cyto,1.5061,XP_025343141.1,C00119,2
R05764__cyto,166.5513,XP_025343343.1,C02341,2
R05048__cyto,3.0149,XP_025341690.1,C05923,1
R12400__cyto,10.4193,XP_025344429.1,C22122,2
R03283__cyto,60.8199,XP_025343288.1,C01149,3
R04072__cyto,14.8369,XP_025344077.1,C03862,5
R05800__cyto,50.2,XP_025344429.1,C01245,1
R12121__cyto,2.339,XP_025344294.1,C21921,1
R01411__cyto,1.0867,XP_025342707.1,C02376,1
R04440__mito,2.9212,XP_025340578.1,C04272,1
R00893__cyto,0.8114,XP_025343646.1,C00097,1
R01682__cyto,5.8598,XP_025341373.1,C00506,2
R10039__cyto,7.2,XP_025341985.1,C08334,3
R01221__mito,12.934,XP_025339990.1,C00101,8
R01978__cyto,2.4143,XP_025344775.1,C00024,2
R06861__cyto,4.6299,XP_025340731.1,C00231,2
R01132__cyto,1.6109,XP_025340346.1,C00262,2
R07004__cyto,43.3824,XP_025344035.1,C00051,4
R01055__mito,10.4495,XP_025342479.1,C00117,2
R03035__cyto,28.4183,XP_025340440.1,C01134,3
R01771__cyto,3.8195,XP_025344293.1,C00263,1
R05577__cyto,4.2384,XP_025343715.1,C00049,2
R07759__cyto,19.8287,XP_025341358.1,C16216,4
R04929__cyto,1.4418,XP_025343523.1,C05697,1
R02540__cyto,10.6608,XP_025344428.1,C02505,2
R03920__cyto,57.9861,XP_025343315.1,C02336,3
R00517__cyto,1.0669,XP_025340880.1,C00475,1
R00084__cyto,0.0855,XP_025343181.1,C00931,1
R00036__cyto,0.2681,XP_025341759.1,C00430,1
R01618__cyto,3.4656,XP_025344278.1,C00224,1
R02097__cyto,29.342,XP_025344429.1,C00459,2
R01776__cyto,17.3164,XP_025343241.1,C00024,4
R03347__cyto,7.8387,XP_025342790.1,C01185,1
R02371__cyto,46.3595,XP_025344429.1,C00475,4
R03237__cyto,27.0606,XP_025340245.1,C00063,4
R00238__cyto,16.5391,XP_025343189.1,C00024,2
R05799__cyto,24.1127,XP_025344155.1,C01204,1
R01001__cyto,0.3327,XP_025342154.1,C02291,1
R00348__cyto,9.1233,XP_025341086.1,C02362,1
R00908__cyto,8.5501,XP_025339724.1,C00026,4
R02156__cyto,0.198,XP_025339587.1,C00389,2
R01229__cyto,0.3975,XP_025340346.1,C00119,2
R10845__cyto,6.1907,XP_025340820.1,C20895,2
R00253__cyto,36.7677,XP_025344736.1,C00025,1
R03990__pero,8.7743,XP_025340905.1,C02593,3
R01819__cyto,14.2038,XP_025343487.1,C00275,1
R04881__cyto,0.0628,XP_025341223.1,C05576,1
R00970__cyto,34.4625,XP_025344429.1,C00081,4
R03236__cyto,21.8188,XP_025340245.1,C01097,2
R03083__cyto,2.9204,XP_025343755.1,C04691,1
R04944__cyto,5.163,XP_025340376.1,C05702,2
R02092__cyto,5.5349,XP_025339769.1,C00363,2
R07168__cyto,5.7633,XP_025343176.1,C00440,2
R03194__cyto,8.5627,XP_025343349.1,C01051,1
R04928__cyto,26.2611,XP_025344429.1,C05686,1
R11100__pero,2.8106,XP_025342032.1,C02218,2
R04880__cyto,12.1338,XP_025340682.1,C05576,4
R00734__cyto,11.551,XP_025340372.1,C00026,6
R04990__cyto,19.8024,XP_025341435.1,C05813,14
R04770__cyto,1.4882,XP_025342154.1,C05335,1
R08095__cyto,19.8313,XP_025342531.1,C16471,8
R03067__cyto,6.9719,XP_025344187.1,C04807,2
R04502__cyto,31.4946,XP_025344360.1,C00096,54
R03628__cyto,5.9245,XP_025339653.1,C01598,1
R01830__cyto,7.4872,XP_025340731.1,C00118,2
R00776__pero,4.5276,XP_025342395.1,C00603,1
R00251__cyto,16.4688,XP_025340210.1,C01879,1
R05590__cyto,2.2821,XP_025344152.1,C09815,2
R04445__mito,2.211,XP_025341706.1,C04281,1
R09844__cyto,0.1828,XP_025342829.1,C00448,2
R01388__cyto,44.5606,XP_025341358.1,C00258,4
R03459__cyto,213.0032,XP_025343059.1,C01304,1
R01664__cyto,42.9755,XP_025343207.1,C00239,2
R04494__cyto,29.1141,XP_025344360.1,C00043,54
R03457__cyto,63.3764,XP_025340868.1,C04666,3
R00519__cyto,3.3369,XP_025341210.1,C00058,1
R00190__cyto,2.4854,XP_025343063.1,C00147,2
R00530__cyto,3.1005,XP_025344278.1,C00059,1
R00959__cyto,55.2936,XP_025343401.1,C00103,2
R00516__cyto,46.3595,XP_025344429.1,C00475,2
R03899__cyto,8.8827,XP_025344769.1,C02567,1
R00691__cyto,67.3635,XP_025340868.1,C00826,3
R01224__cyto,3.0139,XP_025342293.1,C00440,1
R02529__cyto,34.1247,XP_025341286.1,C01888,2
R00200__cyto,19.6507,XP_025340747.1,C00074,1
R02484__cyto,1.3789,XP_025343966.1,C00526,2
R07495__cyto,0.0689,XP_025341826.1,C15816,1
R07168__mito,5.7633,XP_025343176.1,C00440,2
R04773__cyto,1.1986,XP_025341681.1,C05335,2
R01226__cyto,4.8389,XP_025341094.1,C00141,2
R07002__cyto,43.3824,XP_025344035.1,C00051,4
R09736__mito,0.5761,XP_025340746.1,C19847,1
R00627__cyto,11.5525,XP_025341376.1,C00024,4
R11337__cyto,3.9824,XP_025341358.1,C01087,5
R02095__cyto,2.2798,XP_025339769.1,C00459,2
R02102__cyto,30.4007,XP_025343207.1,C00365,2
R00192__cyto,2.626,XP_025341739.1,C00021,1
R02918__cyto,6.577,XP_025344264.1,C00082,2
R00310__mito,0.1583,XP_025344009.1,C14818,2
R00847__cyto,0.2988,XP_025341769.1,C00116,1
R02457__pero,18.8919,XP_025343797.1,C00515,4
R01497__cyto,5.4879,XP_025342001.1,C00029,1
R03012__cyto,3.8607,XP_025340600.1,C00860,1
R03858__cyto,0.4195,XP_025344328.1,C00024,2
R07094__cyto,43.3824,XP_025344035.1,C00051,4
R11893__mito,105.4466,XP_025340212.1,C21750,2
R03038__cyto,4.9448,XP_025343988.1,C00041,1
R02732__mito,2.0085,XP_025344229.1,C05345,1
R01214__mito,1.3939,XP_025343425.1,C00183,2
R04556__cyto,26.7047,XP_025339979.1,C04671,2
R02737__cyto,7.1877,XP_025340862.1,C00029,4
R08558__cyto,529.8585,XP_025340682.1,C00114,8
R03971__cyto,10.533,XP_025341618.1,C00025,2
R10920__cyto,16.0293,XP_025343248.1,C00026,14
R07888__pero,8.0096,XP_025340905.1,C16327,3
R11323__cyto,13.8385,XP_025344566.1,C00459,4
R03443__cyto,13.292,XP_025343569.1,C04133,1
R02678__cyto,19.4662,XP_025343288.1,C00637,3
R02868__cyto,20.0347,XP_025343315.1,C00794,4
R04441__cyto,1.0432,XP_025342005.1,C04272,1
R08769__mito,16.9789,XP_025341435.1,C17551,13
R10088__cyto,130.0602,XP_025342045.1,C00118,4
R01286__cyto,15.1343,XP_025340817.1,C02291,1
R07035__cyto,432.0968,XP_025340969.1,C05966,4
R03004__cyto,0.5348,XP_025343934.1,C00857,1
R05085__cyto,5.9853,XP_025340322.1,C00026,2
R03663__cyto,1.2998,XP_025341288.1,C00188,2
R08240__cyto,2.8683,XP_025342064.1,C04646,1
R01280__pero,3.1745,XP_025341276.1,C00249,1
R01214__cyto,1.3939,XP_025343425.1,C00183,2
R02957__cyto,43.51,XP_025343288.1,C02670,3
R01801__mito,7.5063,XP_025343691.1,C00093,1
R03451__cyto,0.9509,XP_025339677.1,C03793,2
R09881__cyto,15.6904,XP_025344566.1,C20190,4
R01126__cyto,34.9746,XP_025343207.1,C00130,2
R00943__cyto,35.0752,XP_025342445.1,C00101,4
R07758__cyto,0.651,XP_025340013.1,C00154,4
R09409__cyto,43.3824,XP_025344035.1,C00051,4
R01624__cyto,6.4311,XP_025344154.1,C00024,1
R01654__cyto,1.7047,XP_025343670.1,C00025,4
R04125__cyto,4.6888,XP_025343944.1,C00101,1
R00259__cyto,64.0371,XP_025344629.1,C00024,2
R08237__cyto,1.472,XP_025340346.1,C02380,4
R01163__cyto,3.0767,XP_025340600.1,C01929,1
R02335__cyto,25.9708,XP_025341366.1,C00043,4
R03942__cyto,3.4761,XP_025341984.1,C02431,1
R00508__cyto,38.4106,XP_025340955.1,C00053,1
R09222__cyto,1.7413,XP_025343544.1,C18304,1
R01244__cyto,12.1649,XP_025342259.1,C00147,1
R08245__cyto,0.3999,XP_025340346.1,C07648,4
R01933__cyto,13.4805,XP_025339830.1,C00322,2
R04433__mito,3.2844,XP_025340125.1,C01967,1
R06171__cyto,5.0157,XP_025343692.1,C05519,2
R00321__cyto,6.1908,XP_025342627.1,C06244,5
R00512__cyto,1.4795,XP_025342018.1,C00055,1
R00258__mito,0.1196,XP_025340878.1,C00041,2
R03950__cyto,2.758,XP_025341442.1,C02469,14
R00760__cyto,57.9861,XP_025343315.1,C00095,3
R02327__cyto,43.2786,XP_025344429.1,C00458,4
R02466__cyto,2.7747,XP_025343228.1,C00606,2
R11957__cyto,15.2807,XP_025342531.1,C00469,14
R11679__cyto,1.138,XP_025340420.1,C00956,1
R01184__cyto,2.7199,XP_025340307.1,C00137,1
R04247__cyto,1.4665,XP_025341378.1,C00063,2
R12402__cyto,6.2537,XP_025341358.1,C02945,5
R01185__cyto,11.4647,XP_025342994.1,C01177,7
R08549__mito,15.7152,XP_025339830.1,C00026,3
R04463__cyto,7.7393,XP_025343700.1,C04376,2
R01248__cyto,54.3003,XP_025340638.1,C00148,1
R00174__cyto,25.2374,XP_025342691.1,C00250,2
R03199__cyto,8.5824,XP_025344216.1,C01054,1
R02057__cyto,8.7395,XP_025343691.1,C00570,1
R01528__cyto,43.4866,XP_025343524.1,C00345,1
R04903__cyto,18.4901,XP_025343288.1,C05634,3
R08178__cyto,1.1407,XP_025342529.1,C16162,2
R00512__mito,1.4795,XP_025342018.1,C00055,1
R04184__cyto,128.7754,XP_025344668.1,C01132,3
R00829__cyto,12.4485,XP_025342531.1,C00024,16
R03503__cyto,5.3158,XP_025344187.1,C01300,1
R05238__cyto,6.1735,XP_025343288.1,C16348,3
R00220__cyto,11.6792,XP_025342032.1,C00065,3
R04747__cyto,0.4195,XP_025344328.1,C00024,2
R08549__cyto,15.7152,XP_025339830.1,C00026,3
R01802__cyto,9.6511,XP_025342546.1,C00137,1
R03223__cyto,0.9467,XP_025344068.1,C04327,2
R07069__cyto,43.3824,XP_025344035.1,C00051,4
R03321__cyto,11.0694,XP_025339672.1,C01172,1
R06223__cyto,0.2959,XP_025344713.1,C00448,1
R00224__cyto,6.9188,XP_025340244.1,C00022,3
R03662__cyto,5.461,XP_025342279.1,C00065,2
R00161__cyto,12.0779,XP_025341416.1,C00061,1
R05237__cyto,6.1735,XP_025343288.1,C06613,3
R12401__cyto,1.9718,XP_025341358.1,C22123,5
R06917__cyto,80.1655,XP_025340682.1,C14089,4
R04754__cyto,9.2341,XP_025340905.1,C05274,3
R00220__mito,11.6792,XP_025342032.1,C00065,3
R03857__pero,8.9897,XP_025340905.1,C01832,3
R00942__cyto,1.8718,XP_025343670.1,C00101,2
R01251__cyto,26.7855,XP_025340638.1,C03912,1
R00267__mito,5.3952,XP_025341569.1,C00311,2
R04742__cyto,0.4195,XP_025344328.1,C00024,2
R02521__cyto,15.8323,XP_025342817.1,C01179,1
R07023__cyto,43.3824,XP_025344035.1,C00051,4
R11043__cyto,4.6807,XP_025341927.1,C00510,2
R01430__cyto,12.851,XP_025341358.1,C00181,4
R10991__cyto,2.5216,XP_025343425.1,C02356,2
R00986__cyto,11.78,XP_025342318.1,C00064,4
R02740__cyto,11.0694,XP_025339672.1,C00668,1
R01909__cyto,5.261,XP_025342691.1,C00314,2
R08557__cyto,529.8585,XP_025340682.1,C00114,8
R04027__cyto,29.5613,XP_025341286.1,C02723,2
R01090__cyto,1.4399,XP_025343425.1,C00123,2
R12406__cyto,6.9096,XP_025341358.1,C22111,5
R02300__cyto,4.3306,XP_025343944.1,C03479,1
R00267__cyto,5.3952,XP_025341569.1,C00311,2
R03816__cyto,1.2234,XP_025344478.1,C02059,3
R08231__cyto,3.0605,XP_025340922.1,C00119,4
R07026__cyto,43.3824,XP_025344035.1,C00051,4
R02021__cyto,85.3254,XP_025342625.1,C00053,1
R08557__mito,529.8585,XP_025340682.1,C00114,8
R00765__cyto,22.1664,XP_025343089.1,C00352,1
R00985__cyto,3.7333,XP_025342318.1,C00251,2
R06983__cyto,4.2293,XP_025341281.1,C14180,1
R01468__cyto,4.3595,XP_025342724.1,C00189,1
R05779__mito,202.0019,XP_025343328.1,C11526,5
R08232__cyto,1.1956,XP_025340880.1,C16633,1
R08558__mito,529.8585,XP_025340682.1,C00114,8
R05731__cyto,2.0445,XP_025344294.1,C01943,1
R00268__cyto,3.0973,XP_025341569.1,C05379,2
R02732__cyto,2.0085,XP_025344229.1,C05345,1
R05233__cyto,47.8315,XP_025340682.1,C06611,4
R05511__cyto,43.495,XP_025343544.1,C04706,1
R10993__cyto,10.7577,XP_025343215.1,C00025,2
R02237__mito,2.7471,XP_025343670.1,C00921,4
R01280__cyto,3.1745,XP_025341276.1,C00249,1
R01968__cyto,8.0792,XP_025343207.1,C00362,2
R05086__cyto,3.069,XP_025344615.1,C06055,1
R00137__cyto,17.0826,XP_025342640.1,C00455,2
R03005__cyto,17.8858,XP_025342640.1,C01185,2
R03664__cyto,4.1362,XP_025342903.1,C00078,2
R02613__cyto,164.9793,XP_025341286.1,C05332,2
R01218__cyto,2.7546,XP_025341853.1,C00143,1
R01872__cyto,1.023,XP_025341083.1,C00296,1
R02082__cyto,21.3593,XP_025340375.1,C00356,1
R04405__cyto,1.2496,XP_025342317.1,C04489,2
R04780__cyto,0.4433,XP_025342485.1,C05378,1
R10685__cyto,1.7297,XP_025340326.1,C00037,1
R02867__cyto,50.6207,XP_025343315.1,C00081,8
R01213__mito,27.2626,XP_025344135.1,C00141,2
R08176__cyto,1.2672,XP_025342529.1,C00510,2
R07937__cyto,0.7114,XP_025344328.1,C16169,2
R04563__cyto,0.8994,XP_025341958.1,C00120,1
R02736__cyto,7.9342,XP_025344388.1,C01172,1
R00268__mito,3.0973,XP_025341569.1,C05379,2
R01714__cyto,8.5611,XP_025340088.1,C01269,1
R08512__cyto,43.3824,XP_025344035.1,C00051,3
R02237__cyto,2.7471,XP_025343670.1,C00921,4
R01934__cyto,0.2452,XP_025339622.1,C05662,1
R00416__cyto,5.7752,XP_025341770.1,C04501,1
R02457__cyto,18.8919,XP_025343797.1,C00515,4
R00485__cyto,1.7148,XP_025341277.1,C00152,1
R05861__cyto,15.0645,XP_025343797.1,C00133,4
R00132__cyto,17453.7506,XP_025342332.1,C01353,1
R00946__cyto,24.6383,XP_025341435.1,C00155,26
R01287__cyto,47.0688,XP_025340642.1,C00283,2
R01470__cyto,4.4163,XP_025341788.1,C01233,1
R10712__cyto,1.01,XP_025344068.1,C20247,2
R00130__cyto,92.8916,XP_025343158.1,C00882,1
R03635__cyto,19.9757,XP_025344742.1,C01613,1
R02144__cyto,5.0828,XP_025342085.1,C00386,1
R00261__cyto,3.357,XP_025341373.1,C00025,2
R00858__cyto,4.0688,XP_025344085.1,C00094,1
R00762__cyto,0.4433,XP_025342485.1,C00354,1
R01569__cyto,27.467,XP_025343207.1,C00364,2
R10463__cyto,7.4274,XP_025339699.1,C00188,2
R03444__cyto,24.8399,XP_025340868.1,C01251,1
R04711__cyto,10.2047,XP_025341435.1,C05200,13
R00885__cyto,14.1898,XP_025342482.1,C00636,1
R00226__cyto,11.8141,XP_025341159.1,C00022,2
R01068__cyto,0.2182,XP_025342563.1,C00354,1
R00480__cyto,12.5505,XP_025340370.1,C00049,1
R01652__cyto,10.515,XP_025341358.1,C04236,5
R00724__cyto,59.053,XP_025344429.1,C00022,4
R01843__cyto,37.1506,XP_025344429.1,C05382,3
R00483__cyto,6.8607,XP_025342990.1,C00049,2
R07093__cyto,43.3824,XP_025344035.1,C00051,4
R01845__cyto,13.8955,XP_025342994.1,C00447,8
R08238__cyto,3.104,XP_025340346.1,C16614,4
R03139__cyto,81.135,XP_025341286.1,C00986,2
R02332__cyto,31.2482,XP_025344429.1,C00460,4
R00667__cyto,2.4571,XP_025340645.1,C00026,2
R03504__cyto,4.5832,XP_025344187.1,C04874,1
R03857__cyto,8.9897,XP_025340905.1,C01832,3
R01655__mito,26.051,XP_025342445.1,C00445,2
R01786__cyto,41.9897,XP_025343315.1,C00267,3
R01127__cyto,0.1929,XP_025341005.1,C00130,1
R01931__cyto,7.5371,XP_025343096.1,C00320,2
R03260__cyto,3.9329,XP_025340376.1,C01118,2
R04930__cyto,0.741,XP_025342154.1,C05699,1
R02331__cyto,29.883,XP_025339680.1,C01346,1
R00851__cyto,32.8779,XP_025343071.1,C00093,4
R02649__cyto,7.4321,XP_025343569.1,C00624,1
R07280__cyto,9.3097,XP_025342994.1,C04454,7
R00009__cyto,214.0214,XP_025343574.1,C00027,1
R00668__cyto,2.4571,XP_025340645.1,C00026,2
R01067__cyto,7.4872,XP_025340731.1,C00118,2
R04751__pero,9.8367,XP_025340905.1,C05270,3
R00351__mito,158.9636,XP_025341180.1,C00036,2
