reaction,kcat_per_s,best_gene,best_substrate,n_substrates
R03522__cyto,35.3815,XP_085452152.1,C00051,5
R01231__cyto,3.2595,XP_085452087.1,C00064,2
R04391__cyto,0.7292,XP_085451463.1,C04079,1
R06740__cyto,78.1946,XP_085453989.1,C01672,2
R00962__cyto,42.8154,XP_085454042.1,C00475,4
R07489__cyto,5.0073,XP_085450451.1,C01753,2
R00187__cyto,9.537,XP_085451775.1,C06197,4
R01013__mito,42.4216,XP_085453932.1,C00111,12
R03024__cyto,0.3995,XP_085450802.1,C03360,2
R01890__cyto,2.8819,XP_085450973.1,C00588,2
R00801__cyto,46.829,XP_085451119.1,C00089,1
R00245__cyto,12.1763,XP_085450883.1,C01165,1
R01011__cyto,8.339,XP_085452684.1,C00184,1
R04171__cyto,5.3321,XP_085455643.1,C03227,2
R06520__cyto,1.3689,XP_085453807.1,C01120,1
R00235__cyto,1.5855,XP_085455048.1,C00033,2
R00940__mito,310.3852,XP_085453666.1,C00101,1
R01512__cyto,97.104,XP_085454186.1,C00197,1
R07477__cyto,0.3877,XP_085454348.1,C00315,1
R02236__cyto,764.5214,XP_085453666.1,C00415,1
R05066__cyto,1.4882,XP_085454977.1,C06001,4
R00256__mito,10.2721,XP_085452227.1,C00064,3
R03534__mito,5.8717,XP_085450907.1,C02630,1
R06517__cyto,10.0865,XP_085450813.1,C00836,2
R02472__cyto,7.1097,XP_085455432.1,C00522,3
R03239__cyto,19.2178,XP_085451508.1,C00081,4
R06927__cyto,17.3219,XP_085455283.1,C02909,4
R10711__cyto,22.8021,XP_085454232.1,C20784,27
R00197__cyto,43.9113,XP_085455224.1,C00256,2
R04173__cyto,108.1336,XP_085454792.1,C01005,2
R01325__pero,78.1878,XP_085454029.1,C00158,3
R00814__cyto,50.2855,XP_085451602.1,C04221,1
R02100__cyto,15.7266,XP_085452171.1,C00460,1
R08770__mito,13.9089,XP_085452602.1,C03885,1
R02088__cyto,10.3476,XP_085453944.1,C00360,3
R00709__mito,5.1431,XP_085450798.1,C00311,2
R00945__mito,10.2998,XP_085455458.1,C00143,4
R10783__cyto,36.6045,XP_085454179.1,C16310,8
R04558__mito,18.2524,XP_085455540.1,C00025,3
R09511__cyto,90.465,XP_085453902.1,C00026,8
R00214__cyto,11.2591,XP_085452056.1,C00149,1
R07215__cyto,3.8755,XP_085455406.1,C01189,1
R05640__cyto,2.5386,XP_085452763.1,C01724,1
R11097__cyto,9.671,XP_085450451.1,C21106,2
R07105__cyto,14.7662,XP_085455283.1,C06899,4
R01969__cyto,1.5475,XP_085452422.1,C00330,1
R00497__cyto,6.0652,XP_085451573.1,C00669,2
R01392__pero,72.2991,XP_085454179.1,C00258,4
R02920__cyto,1.5413,XP_085454410.1,C00788,1
R01402__cyto,24.0008,XP_085454011.1,C00170,1
R08280__cyto,35.3815,XP_085452152.1,C00051,8
R04457__cyto,470.5519,XP_085450736.1,C15556,2
R04998__cyto,22.4493,XP_085453992.1,C05839,3
R08280__mito,35.3815,XP_085452152.1,C00051,8
R00996__cyto,20.0771,XP_085454794.1,C00188,3
R07400__cyto,176.1407,XP_085452238.1,C00916,4
R01018__cyto,72.6487,XP_085453242.1,C00063,2
R02282__cyto,37.6576,XP_085451266.1,C00437,2
R11896__cyto,11.9679,XP_085452171.1,C21751,1
R00835__cyto,12.287,XP_085451135.1,C00092,1
R02971__cyto,7.9888,XP_085451463.1,C00831,1
R05691__cyto,3.0858,XP_085454552.1,C08825,5
R04558__cyto,18.2524,XP_085455540.1,C00025,3
R07100__cyto,35.3815,XP_085452152.1,C00051,8
R04321__cyto,0.8978,XP_085452120.1,C00307,1
R02472__mito,7.1097,XP_085455432.1,C00522,3
R03665__cyto,7.6571,XP_085454531.1,C00183,1
R07456__cyto,79.3793,XP_085452898.1,C00118,6
R02493__cyto,1.4882,XP_085451941.1,C00534,2
R06863__cyto,2.144,XP_085455284.1,C05382,2
R00214__mito,11.2591,XP_085452056.1,C00149,1
R11861__mito,53.062,XP_085455194.1,C00051,1
R00725__cyto,29.0623,XP_085455502.1,C00081,8
R04300__cyto,254.1252,XP_085453989.1,C03758,2
R00256__cyto,10.2721,XP_085452227.1,C00064,3
R00755__cyto,6.3147,XP_085453710.1,C05125,2
R00066__cyto,47.6188,XP_085452793.1,C04332,1
R09832__cyto,27.9655,XP_085455354.1,C19967,5
R02142__cyto,3.5437,XP_085454769.1,C00385,2
R00945__cyto,10.2998,XP_085455458.1,C00143,4
R06364__cyto,1.2438,XP_085452120.1,C00570,1
R00479__pero,12.9514,XP_085455057.1,C00311,1
R01648__cyto,6.5339,XP_085455132.1,C00026,4
R07316__cyto,76.2323,XP_085454029.1,C01563,6
R04427__cyto,1.1732,XP_085451905.1,C05437,1
R01868__cyto,11.2115,XP_085454448.1,C00337,2
R05551__cyto,6.6665,XP_085451464.1,C01659,2
R11765__mito,446.7547,XP_085453666.1,C00272,1
R00713__cyto,34.6734,XP_085454443.1,C00232,2
R10057__cyto,0.6087,XP_085453196.1,C04530,1
R03269__cyto,0.3315,XP_085454246.1,C04352,2
R02878__cyto,22.8505,XP_085454179.1,C00756,8
R07481__cyto,1.4882,XP_085451905.1,C01902,1
R02135__cyto,173.8854,XP_085455287.1,C01081,3
R00987__cyto,29.9642,XP_085453106.1,C00328,1
R01039__cyto,9.9005,XP_085455237.1,C00116,1
R09372__cyto,1.6267,XP_085452415.1,C18902,1
R07092__cyto,35.3815,XP_085452152.1,C00051,8
R02294__cyto,9.0329,XP_085452422.1,C03150,1
R09220__cyto,100.7341,XP_085450431.1,C18309,1
R00010__cyto,13.4402,XP_085455080.1,C01083,2
R01639__cyto,14.2752,XP_085454890.1,C00310,1
R10052__cyto,5.3318,XP_085453063.1,C04411,1
R11034__cyto,87.6017,XP_085454029.1,C11930,3
R01373__cyto,190.612,XP_085454029.1,C00254,3
R00670__cyto,2.514,XP_085451529.1,C00077,1
R11861__cyto,53.062,XP_085455194.1,C00051,1
R00277__cyto,1.4882,XP_085453664.1,C00647,2
R05329__cyto,0.3877,XP_085454348.1,C00315,1
R00549__cyto,12.4703,XP_085451463.1,C00255,1
R02923__pero,103.5129,XP_085452238.1,C00792,4
R08548__cyto,0.7644,XP_085455705.1,C01094,7
R01870__cyto,1.5757,XP_085454088.1,C01103,1
R03051__mito,2.3233,XP_085455120.1,C00900,1
R00996__mito,20.0771,XP_085454794.1,C00188,3
R02058__cyto,43.6937,XP_085451893.1,C00352,2
R05734__cyto,0.5849,XP_085453196.1,C11509,1
R05070__mito,1.2722,XP_085452854.1,C06007,1
R05286__cyto,2.198,XP_085454779.1,C06754,3
R07362__cyto,7.3273,XP_085453602.1,C00525,2
R01529__cyto,1078.884,XP_085453704.1,C00199,1
R01039__mito,9.9005,XP_085455237.1,C00116,1
R01526__cyto,1.508,XP_085453801.1,C00309,1
R00221__cyto,1.4882,XP_085454398.1,C00740,1
R07025__cyto,35.3815,XP_085452152.1,C00051,8
R00767__cyto,26.0036,XP_085451508.1,C00063,6
R07899__cyto,0.508,XP_085452799.1,C00024,2
R04972__cyto,5.3506,XP_085452817.1,C05766,1
R01964__cyto,45.2228,XP_085455502.1,C00329,8
R10994__cyto,7.7687,XP_085451573.1,C21015,2
R00052__cyto,192.8378,XP_085453216.1,C00027,2
R02557__cyto,9.6632,XP_085452422.1,C00559,1
R03222__cyto,0.5793,XP_085453155.1,C01079,1
R12403__cyto,0.2318,XP_085453196.1,C05103,1
R00006__mito,3.0578,XP_085454339.1,C00900,2
R01863__cyto,12.7533,XP_085452422.1,C00294,1
R01177__pero,12.4559,XP_085455399.1,C00024,4
R02887__cyto,23.8271,XP_085453992.1,C01898,3
R03220__cyto,2.6275,XP_085452484.1,C03263,1
R11674__pero,6.8712,XP_085451602.1,C21175,1
R00551__cyto,4.4529,XP_085450861.1,C00062,1
R00830__mito,0.39,XP_085454212.1,C00091,2
R02236__mito,764.5214,XP_085453666.1,C00415,1
R03319__cyto,19.4924,XP_085455242.1,C01171,2
R03990__cyto,33.8408,XP_085454068.1,C02593,3
R05615__cyto,0.0662,XP_085450702.1,C04146,2
R00709__cyto,5.1431,XP_085450798.1,C00311,2
R07083__cyto,35.3815,XP_085452152.1,C00051,8
R05725__cyto,3.609,XP_085454399.1,C00533,1
R00936__mito,310.3852,XP_085453666.1,C00101,1
R03660__cyto,29.4399,XP_085452499.1,C00079,3
R03869__cyto,3.8097,XP_085454779.1,C06002,3
R02894__cyto,391.8326,XP_085452238.1,C00763,4
R02291__cyto,22.229,XP_085455315.1,C03082,1
R03330__cyto,38.1951,XP_085455657.1,C04062,7
R12405__cyto,0.1842,XP_085450818.1,C22136,1
R00771__cyto,2.595,XP_085453621.1,C00092,1
R07034__cyto,62.076,XP_085455122.1,C05356,4
R00842__mito,5.0508,XP_085455353.1,C00111,2
R01004__cyto,85.0611,XP_085453756.1,C00621,1
R00678__cyto,7.3273,XP_085453602.1,C00078,1
R01057__cyto,21.9559,XP_085455242.1,C00620,2
R04509__cyto,0.2145,XP_085450857.1,C04556,1
R00465__pero,82.9621,XP_085454179.1,C00048,4
R02412__cyto,2.5972,XP_085452194.1,C00493,1
R02508__cyto,2.8736,XP_085454910.1,C00542,2
R01135__cyto,7.965,XP_085450799.1,C00130,2
R04035__cyto,1.0044,XP_085455142.1,C02739,1
R02543__cyto,52.5768,XP_085453932.1,C03640,8
R07460__mito,3.1567,XP_085453064.1,C00097,1
R03656__cyto,5.6317,XP_085454361.1,C00407,2
R02985__cyto,15.613,XP_085453992.1,C00031,6
R04209__cyto,4.6543,XP_085455616.1,C04751,1
R00847__mito,28.9473,XP_085450945.1,C00116,1
R09030__cyto,13.8142,XP_085453024.1,C02962,1
R01130__cyto,2.3697,XP_085452916.1,C00130,1
R00289__cyto,2.0167,XP_085452141.1,C00103,1
R00659__cyto,33.8514,XP_085455301.1,C00022,2
R02527__cyto,24.5651,XP_085454179.1,C00937,4
R00769__cyto,18.2428,XP_085451508.1,C00085,3
R01009__cyto,9.238,XP_085453575.1,C00096,6
R02133__cyto,3.8662,XP_085450857.1,C00378,1
R01071__cyto,5.5957,XP_085451818.1,C00119,1
R01800__cyto,7.2556,XP_085451862.1,C00065,1
R07149__cyto,3.4453,XP_085454552.1,C04840,5
R03658__cyto,26.1316,XP_085454204.1,C00047,2
R00694__cyto,37.8223,XP_085453977.1,C00026,6
R01961__cyto,45.2228,XP_085455502.1,C00329,3
R02964__cyto,56.6193,XP_085451422.1,C00828,3
R00009__pero,588.2042,XP_085450402.1,C00027,1
R08632__cyto,5.2966,XP_085453012.1,C02291,1
R12356__cyto,45.6991,XP_085454068.1,C00100,3
R02090__cyto,0.1558,XP_085450594.1,C00362,1
R02245__cyto,45.5627,XP_085452084.1,C00418,1
R00842__cyto,5.0508,XP_085455353.1,C00111,2
R01221__cyto,25.3405,XP_085453305.1,C00101,8
R01073__cyto,1.5634,XP_085455450.1,C00119,2
R05764__cyto,309.1684,XP_085450635.1,C02341,2
R05048__cyto,0.844,XP_085450867.1,C05923,1
R12400__cyto,5.1304,XP_085455301.1,C22122,2
R03283__cyto,72.7786,XP_085453865.1,C01149,3
R04072__cyto,2.8884,XP_085454582.1,C03862,5
R05800__cyto,7.565,XP_085451463.1,C01245,1
R12121__cyto,2.3526,XP_085452763.1,C21921,1
R01411__cyto,0.5127,XP_085451960.1,C02376,1
R04440__mito,3.0479,XP_085455120.1,C04272,1
R00893__cyto,5.2371,XP_085455371.1,C00097,1
R01682__cyto,18.3227,XP_085453922.1,C00506,2
R10039__cyto,12.4196,XP_085453992.1,C08334,3
R01221__mito,25.3405,XP_085453305.1,C00101,8
R01978__cyto,3.7486,XP_085451085.1,C00332,2
R06861__cyto,2.0077,XP_085455284.1,C00231,2
R01132__cyto,6.4493,XP_085454769.1,C00262,2
R07004__cyto,35.3815,XP_085452152.1,C00051,8
R01055__mito,4.1813,XP_085451730.1,C00117,2
R03035__cyto,62.7295,XP_085454978.1,C01134,3
R01771__cyto,1.4882,XP_085452762.1,C00263,1
R05577__cyto,9.0113,XP_085451572.1,C00049,2
R07759__cyto,86.987,XP_085454179.1,C16216,4
R04929__cyto,3.9108,XP_085450453.1,C05697,1
R02540__cyto,25.8998,XP_085451464.1,C02505,2
R03920__cyto,27.5514,XP_085455502.1,C02336,3
R00517__cyto,42.8154,XP_085454042.1,C00475,1
R00084__cyto,0.0309,XP_085455407.1,C00931,1
R00036__cyto,2.183,XP_085450937.1,C00430,1
R01618__cyto,2.0523,XP_085452744.1,C00224,1
R02097__cyto,4.232,XP_085451463.1,C00459,2
R01776__cyto,14.2203,XP_085453910.1,C00024,4
R03347__cyto,52.9255,XP_085452049.1,C01185,1
R02371__cyto,42.8154,XP_085454042.1,C00475,4
R03237__cyto,26.0036,XP_085451508.1,C00063,4
R00238__cyto,12.4559,XP_085455399.1,C00024,2
R05799__cyto,15.472,XP_085452618.1,C01204,1
R01001__cyto,5.2966,XP_085453012.1,C02291,1
R00348__cyto,4.9267,XP_085454262.1,C02362,1
R00908__cyto,6.5339,XP_085455132.1,C00026,4
R02156__cyto,0.6912,XP_085450636.1,C00389,2
R01229__cyto,1.4968,XP_085454769.1,C00119,2
R10845__cyto,37.8223,XP_085453977.1,C00026,2
R00253__cyto,9.5835,XP_085451146.1,C00025,1
R03990__pero,33.8408,XP_085454068.1,C02593,3
R01819__cyto,23.8315,XP_085450493.1,C00275,1
R04881__cyto,0.6306,XP_085454410.1,C05576,1
R00970__cyto,31.4595,XP_085454042.1,C00081,4
R03236__cyto,18.2428,XP_085451508.1,C01097,2
R03083__cyto,1.6621,XP_085452194.1,C04691,1
R04944__cyto,3.5582,XP_085454910.1,C05702,2
R02092__cyto,15.0767,XP_085453721.1,C00363,2
R07168__cyto,8.6766,XP_085453236.1,C00440,2
R03194__cyto,7.8403,XP_085450629.1,C01051,1
R04928__cyto,5.0803,XP_085451463.1,C05686,1
R11100__pero,2.9176,XP_085452883.1,C02218,2
R04880__cyto,1.6662,XP_085455283.1,C05576,4
R00734__cyto,37.8223,XP_085453977.1,C00026,6
R04990__cyto,51.7758,XP_085455431.1,C05813,14
R04770__cyto,1.5581,XP_085453012.1,C05335,1
R08095__cyto,59.5975,XP_085453932.1,C16471,9
R03067__cyto,4.4425,XP_085452648.1,C04807,2
R04502__cyto,27.9948,XP_085454232.1,C00096,56
R03628__cyto,9.7312,XP_085453602.1,C01598,1
R01830__cyto,3.8529,XP_085455284.1,C00118,2
R00776__pero,10.4367,XP_085453131.1,C00603,1
R00251__cyto,25.8383,XP_085451547.1,C01879,1
R05590__cyto,3.0961,XP_085451464.1,C09815,2
R04445__mito,6.405,XP_085450883.1,C04281,1
R09844__cyto,0.1784,XP_085453136.1,C00448,2
R01388__cyto,72.2991,XP_085454179.1,C00258,4
R03459__cyto,2.4726,XP_085455530.1,C01304,1
R01664__cyto,16.2392,XP_085453945.1,C00239,3
R04494__cyto,25.9367,XP_085454232.1,C00043,56
R03457__cyto,97.1995,XP_085454029.1,C04666,3
R00519__cyto,3.4985,XP_085454396.1,C00058,1
R00190__cyto,20.0994,XP_085455526.1,C00119,2
R00530__cyto,1.2496,XP_085452744.1,C00059,1
R00959__cyto,19.4924,XP_085455242.1,C00103,2
R00516__cyto,42.8154,XP_085454042.1,C00475,2
R03899__cyto,1.1247,XP_085451092.1,C02567,1
R00691__cyto,101.9361,XP_085454029.1,C00826,3
R01224__cyto,8.6766,XP_085453236.1,C00440,1
R02529__cyto,96.3309,XP_085453989.1,C01888,2
R00200__cyto,22.3372,XP_085455301.1,C00074,1
R02484__cyto,10.0337,XP_085452422.1,C00526,2
R07495__cyto,0.1623,XP_085450818.1,C15816,1
R07168__mito,8.6766,XP_085453236.1,C00440,2
R04773__cyto,1.6801,XP_085450965.1,C05335,2
R01226__cyto,1.0825,XP_085454272.1,C00141,2
R07002__cyto,35.3815,XP_085452152.1,C00051,8
R09736__mito,2.4085,XP_085455300.1,C19847,1
R00627__cyto,144.4972,XP_085454750.1,C00024,4
R11337__cyto,2.077,XP_085454552.1,C01087,5
R02095__cyto,12.7233,XP_085453721.1,C00459,2
R02102__cyto,10.6858,XP_085453945.1,C00365,3
R00192__cyto,3.7706,XP_085450917.1,C00021,1
R02918__cyto,6.054,XP_085452728.1,C00082,2
R00310__mito,3.2908,XP_085452467.1,C14818,2
R00847__cyto,28.9473,XP_085450945.1,C00116,1
R02457__pero,193.9274,XP_085452238.1,C00515,4
R01497__cyto,12.7369,XP_085452850.1,C00029,1
R03012__cyto,5.0596,XP_085455142.1,C00860,1
R03858__cyto,0.508,XP_085452799.1,C00024,2
R07094__cyto,35.3815,XP_085452152.1,C00051,8
R11893__mito,66.9684,XP_085451545.1,C21750,2
R03038__cyto,10.7143,XP_085452446.1,C00041,1
R02732__mito,6.4455,XP_085452690.1,C05345,1
R01214__mito,1.8049,XP_085450552.1,C00026,2
R04556__cyto,4.9248,XP_085451602.1,C04671,1
R02737__cyto,6.8983,XP_085454022.1,C00668,4
R08558__cyto,118.1455,XP_085455283.1,C00114,8
R03971__cyto,2.8567,XP_085451031.1,C00025,2
R10920__cyto,90.465,XP_085453902.1,C00026,16
R07888__pero,30.5066,XP_085454068.1,C16327,3
R11323__cyto,2.6303,XP_085450966.1,C00459,4
R03443__cyto,8.6195,XP_085450407.1,C04133,1
R02678__cyto,23.1685,XP_085453865.1,C00637,3
R02868__cyto,16.2496,XP_085455502.1,C00794,4
R04441__cyto,1.3881,XP_085452854.1,C04272,1
R08769__mito,60.8826,XP_085455431.1,C17551,13
R10088__cyto,79.3793,XP_085452898.1,C00118,4
R01286__cyto,17.2837,XP_085453974.1,C02291,1
R07035__cyto,62.5832,XP_085455122.1,C05966,4
R03004__cyto,0.4773,XP_085452388.1,C00857,1
R05085__cyto,26.3125,XP_085454792.1,C00026,2
R03663__cyto,1.9026,XP_085454484.1,C00188,2
R08240__cyto,2.2804,XP_085452916.1,C04646,1
R01280__pero,2.6399,XP_085454469.1,C00249,1
R01214__cyto,1.8049,XP_085450552.1,C00026,2
R02957__cyto,52.6315,XP_085453865.1,C02670,3
R01801__mito,1.0191,XP_085452120.1,C00093,1
R03451__cyto,0.8754,XP_085453626.1,C03793,2
R09881__cyto,6.696,XP_085451775.1,C20190,4
R01126__cyto,13.5464,XP_085453944.1,C00130,3
R00943__cyto,28.975,XP_085451695.1,C00101,4
R07758__cyto,6.8968,XP_085455607.1,C00154,4
R09409__cyto,35.3815,XP_085452152.1,C00051,8
R01624__cyto,5.5238,XP_085452617.1,C00024,1
R01654__cyto,2.1964,XP_085455393.1,C00025,4
R04125__cyto,4.3936,XP_085452398.1,C00101,1
R00259__cyto,26.0884,XP_085451266.1,C00024,4
R08237__cyto,1.4968,XP_085454769.1,C00119,4
R01163__cyto,4.2233,XP_085455142.1,C01929,1
R02335__cyto,31.7681,XP_085455545.1,C00043,4
R03942__cyto,85.8689,XP_085454179.1,C02431,4
R00508__cyto,38.5682,XP_085454124.1,C00053,1
R09222__cyto,4.0916,XP_085450431.1,C18304,1
R01244__cyto,14.6471,XP_085451653.1,C00147,1
R08245__cyto,1.4968,XP_085454769.1,C00119,4
R01933__cyto,24.4535,XP_085453784.1,C00322,2
R04433__mito,2.1187,XP_085453245.1,C01967,1
R06171__cyto,1.2305,XP_085452121.1,C05519,2
R00321__cyto,46.9394,XP_085454571.1,C06244,5
R00512__cyto,2.312,XP_085452867.1,C00055,1
R00258__mito,0.715,XP_085454040.1,C00041,2
R03950__cyto,8.5308,XP_085453181.1,C02469,14
R00760__cyto,27.5514,XP_085455502.1,C00095,3
R02327__cyto,30.8904,XP_085454042.1,C00458,4
R02466__cyto,4.1461,XP_085453922.1,C00606,2
R11957__cyto,52.5094,XP_085453932.1,C00469,16
R11679__cyto,0.7679,XP_085454956.1,C00956,1
R01184__cyto,6.3067,XP_085454809.1,C00137,1
R04247__cyto,9.3612,XP_085454574.1,C00063,2
R12402__cyto,8.6099,XP_085454179.1,C02945,5
R01185__cyto,27.8026,XP_085455657.1,C01177,7
R08549__mito,28.6701,XP_085453784.1,C00026,3
R04463__cyto,10.6244,XP_085452129.1,C04376,2
R01248__cyto,11.8893,XP_085455185.1,C00148,1
R00174__cyto,23.0774,XP_085454153.1,C00250,2
R03199__cyto,13.4392,XP_085452674.1,C01054,1
R02057__cyto,1.2438,XP_085452120.1,C00570,1
R01528__cyto,73.3719,XP_085450452.1,C00345,1
R04903__cyto,21.387,XP_085454779.1,C05634,3
R08178__cyto,2.7829,XP_085451777.1,C16162,2
R00512__mito,2.312,XP_085452867.1,C00055,1
R04184__cyto,9.4898,XP_085451923.1,C01132,3
R00829__cyto,46.2295,XP_085453932.1,C00024,18
R03503__cyto,3.3666,XP_085452648.1,C01300,1
R05238__cyto,7.0525,XP_085454779.1,C16348,3
R00220__cyto,10.9804,XP_085454794.1,C00065,3
R04747__cyto,0.508,XP_085452799.1,C00024,2
R08549__cyto,28.6701,XP_085453784.1,C00026,3
R01802__cyto,9.007,XP_085451795.1,C00137,1
R03223__cyto,0.7593,XP_085452528.1,C04327,2
R07069__cyto,35.3815,XP_085452152.1,C00051,8
R03321__cyto,2.595,XP_085453621.1,C01172,1
R06223__cyto,0.8679,XP_085451171.1,C00448,1
R00224__cyto,12.9973,XP_085453710.1,C00022,3
R03662__cyto,8.3277,XP_085453343.1,C00065,2
R00161__cyto,0.8921,XP_085454615.1,C00061,1
R05237__cyto,7.0525,XP_085454779.1,C06613,3
R12401__cyto,1.4882,XP_085454977.1,C22123,5
R06917__cyto,22.7213,XP_085455283.1,C14089,4
R04754__cyto,35.4711,XP_085454068.1,C05274,3
R00220__mito,10.9804,XP_085454794.1,C00065,3
R03857__pero,34.6053,XP_085454068.1,C01832,3
R00942__cyto,2.2687,XP_085455393.1,C00101,2
R01251__cyto,5.5917,XP_085455185.1,C03912,1
R00267__mito,5.0511,XP_085454865.1,C00311,2
R04742__cyto,0.508,XP_085452799.1,C00024,2
R02521__cyto,3.299,XP_085452075.1,C01179,1
R07023__cyto,35.3815,XP_085452152.1,C00051,8
R11043__cyto,1.1438,XP_085450727.1,C00510,2
R01430__cyto,64.5021,XP_085454179.1,C00181,4
R10991__cyto,2.5184,XP_085450552.1,C02356,2
R00986__cyto,14.5276,XP_085455708.1,C00064,4
R02740__cyto,2.595,XP_085453621.1,C00668,1
R01909__cyto,5.7856,XP_085454153.1,C00314,2
R08557__cyto,118.1455,XP_085455283.1,C00114,8
R04027__cyto,65.6303,XP_085453989.1,C02723,2
R01090__cyto,1.8049,XP_085450552.1,C00026,2
R12406__cyto,4.1775,XP_085454552.1,C22111,5
R02300__cyto,3.9623,XP_085452398.1,C03479,1
R00267__cyto,5.0511,XP_085454865.1,C00311,2
R03816__cyto,30.7,XP_085451422.1,C02059,3
R08231__cyto,1.6818,XP_085454088.1,C07649,4
R07026__cyto,35.3815,XP_085452152.1,C00051,8
R02021__cyto,52.1156,XP_085451874.1,C00053,1
R08557__mito,118.1455,XP_085455283.1,C00114,8
R00765__cyto,116.104,XP_085455503.1,C00352,1
R00985__cyto,5.4673,XP_085455708.1,C00251,2
R06983__cyto,2.7853,XP_085454475.1,C14180,1
R01468__cyto,30.9081,XP_085451976.1,C00189,1
R05779__mito,218.5511,XP_085450652.1,C11526,5
R08232__cyto,18.1453,XP_085454042.1,C16633,1
R08558__mito,118.1455,XP_085455283.1,C00114,8
R05731__cyto,1.1862,XP_085452763.1,C01943,1
R00268__cyto,2.5872,XP_085454865.1,C05379,2
R02732__cyto,6.4455,XP_085452690.1,C05345,1
R05233__cyto,14.6019,XP_085455283.1,C06611,4
R05511__cyto,308.1717,XP_085450431.1,C04706,1
R10993__cyto,5.1671,XP_085453936.1,C00025,2
R02237__mito,3.9988,XP_085455393.1,C00921,4
R01280__cyto,2.6399,XP_085454469.1,C00249,1
R01968__cyto,1.8313,XP_085453945.1,C00362,3
R05086__cyto,8.0476,XP_085451280.1,C06055,1
R00137__cyto,91.4758,XP_085451884.1,C00455,2
R03005__cyto,93.406,XP_085451884.1,C01185,2
R03664__cyto,2.5802,XP_085452420.1,C00078,2
R02613__cyto,487.4065,XP_085453989.1,C05332,2
R01218__cyto,62.4506,XP_085450790.1,C00143,1
R01872__cyto,1.383,XP_085454259.1,C00296,1
R02082__cyto,6.4776,XP_085454909.1,C00356,1
R04405__cyto,1.3585,XP_085453211.1,C04489,2
R04780__cyto,0.5086,XP_085451735.1,C05378,1
R10685__cyto,25.0178,XP_085454788.1,C00037,1
R02867__cyto,29.0623,XP_085455502.1,C00081,8
R01213__mito,11.0542,XP_085452598.1,C00141,2
R08176__cyto,2.9898,XP_085451777.1,C00510,2
R07937__cyto,0.843,XP_085452799.1,C16169,2
R04563__cyto,0.4276,XP_085450700.1,C00120,1
R02736__cyto,12.287,XP_085451135.1,C01172,1
R00268__mito,2.5872,XP_085454865.1,C05379,2
R01714__cyto,7.5417,XP_085453288.1,C01269,1
R08512__cyto,35.3815,XP_085452152.1,C00051,5
R02237__cyto,3.9988,XP_085455393.1,C00921,4
R01934__cyto,0.1353,XP_085453569.1,C05662,1
R00416__cyto,1.5423,XP_085450946.1,C04501,1
R02457__cyto,193.9274,XP_085452238.1,C00515,4
R00485__cyto,2.2476,XP_085454470.1,C00152,1
R05861__cyto,356.7558,XP_085452238.1,C00133,4
R00132__cyto,5931.1916,XP_085453192.1,C01353,1
R00946__cyto,79.3715,XP_085455431.1,C00440,26
R01287__cyto,49.9637,XP_085455189.1,C00283,2
R01470__cyto,1.9834,XP_085450963.1,C01233,1
R10712__cyto,0.184,XP_085452528.1,C20247,2
R00130__cyto,30.4877,XP_085455433.1,C00882,1
R03635__cyto,42.2101,XP_085451119.1,C01613,1
R02144__cyto,1.6068,XP_085452938.1,C00386,1
R00261__cyto,8.4359,XP_085453922.1,C00025,2
R00858__cyto,3.4314,XP_085452546.1,C00094,1
R00762__cyto,0.5086,XP_085451735.1,C00354,1
R01569__cyto,10.2108,XP_085453945.1,C00364,3
R10463__cyto,0.8142,XP_085453649.1,C00188,2
R03444__cyto,30.5366,XP_085454029.1,C01251,1
R04711__cyto,41.1326,XP_085455431.1,C05200,13
R00885__cyto,6.0684,XP_085451733.1,C00636,1
R00226__cyto,5.1243,XP_085454339.1,C00022,2
R01068__cyto,0.3546,XP_085451810.1,C00354,1
R00480__cyto,12.2021,XP_085454904.1,C00049,1
R01652__cyto,37.2986,XP_085454179.1,C04236,5
R00724__cyto,33.8514,XP_085455301.1,C00022,4
R01843__cyto,19.8423,XP_085451508.1,C05382,3
R00483__cyto,6.9451,XP_085450528.1,C00049,2
R07093__cyto,35.3815,XP_085452152.1,C00051,8
R01845__cyto,33.3237,XP_085455657.1,C00447,8
R08238__cyto,8.8836,XP_085454769.1,C16614,4
R03139__cyto,232.7585,XP_085453989.1,C00986,2
R02332__cyto,23.1206,XP_085454042.1,C00299,4
R00667__cyto,2.6355,XP_085455192.1,C00077,2
R03504__cyto,3.0715,XP_085452648.1,C04874,1
R03857__cyto,34.6053,XP_085454068.1,C01832,3
R01655__mito,22.1918,XP_085451695.1,C00445,2
R01786__cyto,22.9348,XP_085455502.1,C00267,3
R01127__cyto,0.8838,XP_085454176.1,C00130,1
R01931__cyto,2.356,XP_085455492.1,C00320,2
R03260__cyto,2.5966,XP_085454910.1,C01118,2
R04930__cyto,0.8698,XP_085453012.1,C05699,1
R02331__cyto,1.0797,XP_085453629.1,C01346,1
R00851__cyto,26.1868,XP_085454551.1,C00093,4
R02649__cyto,4.6641,XP_085450407.1,C00624,1
R07280__cyto,23.2707,XP_085455657.1,C04454,7
R00009__cyto,588.2042,XP_085450402.1,C00027,1
R00668__cyto,2.6355,XP_085455192.1,C00077,2
R01067__cyto,3.8529,XP_085455284.1,C00118,2
R04751__pero,38.2205,XP_085454068.1,C05270,3
