reaction,kcat_per_s,best_gene,best_substrate,n_substrates
R09375__cyto,98.0215,CPAR2_201320,C01304,1
R01920__cyto,1.0904,CPAR2_406730,C01137,4
R04891__pero,79.6718,CPAR2_203980,C05583,3
TR2900009_CYTMEM__plas,3.0048,CPAR2_600780,C00026,2
R05064__cyto,27.5522,CPAR2_108690,C06000,1
R00715__cyto,3.0037,CPAR2_500810,C00449,1
R07140__cyto,7.9566,CPAR2_200560,C14180,1
TO1000506_CYTMEM__plas,36.5493,CPAR2_800720,C00669,7
R01138__cyto,11.3027,CPAR2_209240,C00022,1
TR0020344_CYTMEM__plas,15.832,CPAR2_209630,C19084,3
R01641__cyto,24.1998,CPAR2_804740,C00118,2
R04892__pero,79.6718,CPAR2_203980,C05583,3
R00274__cyto,294.5155,CPAR2_104050,C00027,2
R00714__cyto,6.7477,CPAR2_404090,C00232,2
TR2900121_CYTMEM__plas,6.5761,CPAR2_103870,C01081,2
R03655__cyto,9.5389,CPAR2_100050,C00135,1
R08283__cyto,18.5555,CPAR2_203980,C07645,3
TR2900172_CYTMEM__plas,7.7585,CPAR2_103870,C00881,2
R07136__cyto,616.1723,CPAR2_400470,C11537,3
R01139__cyto,19.1668,CPAR2_204260,C00031,3
TR2900035_CYTMEM__plas,7.4898,CPAR2_204490,C00158,2
R01175__cyto,26.7147,CPAR2_807710,C00877,8
R02199__mito,21.7127,CPAR2_503520,C00026,4
R03098__cyto,3.8259,CPAR2_108400,C00956,1
TR1000048_CYTMEM__plas,15.474,CPAR2_702960,C00059,5
TR2900852_CYTMEM__plas,2.1369,CPAR2_600780,C00149,1
R01799__cyto,23.4202,CPAR2_304360,C00063,2
TR0003387_CYTMEM__plas,8.0281,CPAR2_301150,C05684,11
R03991__cyto,26.8076,CPAR2_212970,C00024,6
R04231__cyto,0.1577,CPAR2_807090,C03492,3
R00185__cyto,0.8379,CPAR2_600250,C00212,1
T_Choline_c00114_ExtrCyto__plas,0.2504,CPAR2_213230,C00114,1
TO0003705_CYTMEM__plas,1.4121,CPAR2_107960,C06197,1
R11098__cyto,15.7381,CPAR2_304120,C20905,3
TR0003476_CYTMEM__plas,0.524,CPAR2_105400,C05847,3
TR0008685_CYTMEM__plas,0.9346,CPAR2_105400,C11887,3
TR0000903_CYTMEM__plas,9.4156,CPAR2_701830,C01226,3
TR0003443_CYTMEM__plas,7.9604,CPAR2_105400,C05809,3
R07393__cyto,7.2361,CPAR2_210240,C15650,1
TR2900290_CYTMEM__plas,64.2981,CPAR2_805840,C04593,2
TR0000577_CYTMEM__plas,17.1659,CPAR2_209630,C00777,3
TR1000104_CYTMEM__plas,2.2367,CPAR2_802240,C00120,3
R01481__cyto,13.2023,CPAR2_800970,C00800,2
R02382__cyto,289.1814,CPAR2_104430,C00483,2
R00965__cyto,21.1262,CPAR2_502890,C01103,2
R00619__cyto,217.0421,CPAR2_104170,C00378,2
R00306__cyto,11.8815,CPAR2_200990,C00185,2
R01518__cyto,40.3394,CPAR2_211810,C00631,2
R01234__cyto,1.4945,CPAR2_100370,C00942,1
TZ2900043_CYTMEM__plas,2.5109,CPAR2_806120,C00244,1
R01049__cyto,49.4347,CPAR2_304260,C00117,4
R00711__cyto,123.0748,CPAR2_203980,C00084,3
R12118__mito,0.3203,CPAR2_303740,C21918,1
R00999__cyto,2.4199,CPAR2_110340,C01118,1
TR1000218_CYTMEM__plas,0.995,CPAR2_802700,C00253,4
R10851__mito,0.0393,CPAR2_400990,C05519,1
TZ3000003_CYTMEM__plas,11.8342,CPAR2_701660,C02679,13
R07237__cyto,10.0075,CPAR2_210690,C01051,1
R02750__cyto,7.0038,CPAR2_201350,C01801,1
R07896__cyto,19.0134,CPAR2_807600,C16335,4
TO0000021_CYTMEM__plas,15.2819,CPAR2_603600,C14818,6
TR2900293_CYTMEM__plas,26.0365,CPAR2_805840,C00158,2
TR1000832_CYTMEM__plas,49.6859,CPAR2_108350,C01132,10
R07951__cyto,12.9454,CPAR2_503040,C16388,1
T_Ethanol_c00469__plas,27.3249,CPAR2_805630,C00469,2
R07395__cyto,7.2361,CPAR2_210240,C15650,1
R02222__cyto,2.0528,CPAR2_206900,C00412,2
TO1011451_CYTMEM__plas,66.1068,CPAR2_201900,C00828,3
TR0003176_CYTMEM__plas,414.4423,CPAR2_701830,C05356,3
TZ3000018_CYTMEM__plas,13.9241,CPAR2_701660,C01530,13
R01513__cyto,7.1114,CPAR2_805110,C00197,1
TR0001122_CYTMEM__plas,19.2989,CPAR2_701830,C01595,3
R07045__cyto,1.3547,CPAR2_500140,C14813,1
R00590__cyto,2.9804,CPAR2_400460,C00065,2
R02473__cyto,0.7243,CPAR2_801030,C00522,2
R04482__cyto,53.2087,CPAR2_704350,C05364,1
R00092__cyto,10.072,CPAR2_300130,C14818,2
TR1000395_CYTMEM__plas,37.8761,CPAR2_702960,C00506,5
R07235__mito,1.8141,CPAR2_602300,C03226,1
TR0000074_CYTMEM__plas,44.5794,CPAR2_108350,C00087,29
R07953__cyto,37.4728,CPAR2_212970,C16173,6
R00836__cyto,16.1781,CPAR2_205380,C00092,6
R01602__cyto,15.4493,CPAR2_106140,C00267,1
R07760__cyto,2.4575,CPAR2_704290,C16217,3
TR0003846_CYTMEM__plas,4.8403,CPAR2_701830,C06423,3
TR2916859_CYTMEM__plas,6.567,CPAR2_204490,C00322,2
TR0010516_CYTMEM__plas,21.9955,CPAR2_301150,C14819,19
TR0000119_CYTMEM__plas,0.3361,CPAR2_208040,C00135,1
R00968__cyto,1.2505,CPAR2_404130,C00299,1
R07237__mito,10.0075,CPAR2_210690,C01051,1
R01325__mito,12.7182,CPAR2_205700,C00158,1
R04734__cyto,38.3204,CPAR2_213300,C15522,1
R07042__cyto,4.7523,CPAR2_500140,C05966,1
R03093__cyto,6.5018,CPAR2_303130,C02938,1
TZ2900046_CYTMEM__plas,2.3017,CPAR2_806120,C05697,1
TR2900963_CYTMEM__plas,120.7365,CPAR2_406100,C05966,2
R02848__cyto,19.1668,CPAR2_204260,C00738,3
R04983__mito,2.4406,CPAR2_402580,C05803,2
R01676__cyto,4.3348,CPAR2_301460,C00242,1
R00094__cyto,123.1761,CPAR2_501660,C00051,1
R01899__pero,7.2653,CPAR2_209910,C00311,2
R01896__cyto,52.489,CPAR2_101310,C00379,2
R10948__cyto,1.1834,CPAR2_203160,C00288,3
TR0002507_CYTMEM__plas,0.4065,CPAR2_803540,C04052,1
R00430__cyto,4.3459,CPAR2_801560,C00074,1
TR2900024_CYTMEM__plas,19.507,CPAR2_404540,C00062,2
R07044__cyto,1.3967,CPAR2_500140,C14781,1
TR1001307_CYTMEM__plas,50.6673,CPAR2_108350,C01904,10
R03663_Cyto__cyto,6.5801,CPAR2_502300,C00188,2
R01230__cyto,3.1707,CPAR2_803560,C00655,1
R07761__cyto,0.705,CPAR2_110100,C16218,1
R04325__cyto,0.6125,CPAR2_211620,C03838,2
R01326__cyto,19.1668,CPAR2_204260,C00159,3
TR0000099_CYTMEM__plas,10.911,CPAR2_301150,C01327,15
R01827__cyto,95.9689,CPAR2_202600,C00118,2
R02317__cyto,9.8634,CPAR2_108400,C04076,1
R00524__cyto,4.1844,CPAR2_404920,C00488,1
R07892__cyto,18.5889,CPAR2_807600,C16331,4
R03777__cyto,21.3899,CPAR2_807710,C01944,4
TO1000128_CYTMEM__plas,104.5793,CPAR2_201900,C00147,3
TR0002169_CYTMEM__plas,11.3107,CPAR2_105400,C03428,3
R03118__cyto,4.2201,CPAR2_804030,C00029,3
R01548__cyto,1.3251,CPAR2_404130,C00475,1
TR2900856_CYTMEM__plas,2.6026,CPAR2_600780,C00320,2
TI6900007_CYTMEM__plas,13.1699,CPAR2_210070,C00390,2
R12429__mito,2.463,CPAR2_601200,C06423,1
TR2901086_CYTMEM__plas,8.2268,CPAR2_406100,C01595,2
R00967__cyto,1.2505,CPAR2_404130,C00299,1
R02197__mito,1.7534,CPAR2_704320,C00407,1
R10852__mito,0.0393,CPAR2_400990,C05519,1
R02909__cyto,18.716,CPAR2_100040,C00780,1
R01547__cyto,13.5253,CPAR2_602110,C00360,2
TR2900923_CYTMEM__plas,0.0608,CPAR2_602130,C00081,1
TR0000052_CYTMEM__plas,170.9039,CPAR2_808650,C00063,33
R03778__cyto,26.8076,CPAR2_212970,C00024,6
R03090__cyto,1.5037,CPAR2_500140,C00951,1
R10852__cyto,0.0393,CPAR2_400990,C05519,1
R04673__mito,5.0965,CPAR2_406240,C00109,2
R07891__cyto,26.8076,CPAR2_212970,C00024,6
TR0000048_CYTMEM__plas,90.7316,CPAR2_301150,C00059,11
R01268__cyto,1.6355,CPAR2_703730,C00153,1
TR0000126_CYTMEM__plas,103.5836,CPAR2_808650,C00144,33
R01731__cyto,116.8026,CPAR2_500520,C00036,6
R00028__cyto,28.4157,CPAR2_400770,C00208,3
R10851__cyto,0.0393,CPAR2_400990,C05519,1
R08193__cyto,2.4854,CPAR2_201630,C00357,1
R07486__cyto,0.2233,CPAR2_105550,C15782,1
R04892__cyto,79.6718,CPAR2_203980,C05583,3
R04326__cyto,0.6125,CPAR2_211620,C03838,2
TR2900235_CYTMEM__plas,6.5761,CPAR2_103870,C01081,2
R01986__cyto,296.5865,CPAR2_203980,C00555,3
R12205__cyto,2.2544,CPAR2_801860,C02050,1
R01327__cyto,19.1668,CPAR2_204260,C00159,6
R07324__cyto,12.1649,CPAR2_200650,C00092,1
R00746__cyto,16.1976,CPAR2_800970,C00469,2
TI6900011_CYTMEM__plas,15.167,CPAR2_210070,C03313,2
R03460__cyto,9.5734,CPAR2_400020,C00074,2
R03245__cyto,1.7753,CPAR2_400710,C01107,1
R03300__cyto,129.893,CPAR2_203980,C04043,3
R00025__cyto,1.2683,CPAR2_703310,C18091,2
TO1000246_CYTMEM__plas,10.5463,CPAR2_209780,C00294,1
R07109__cyto,13.8115,CPAR2_804090,C14770,1
R01395__cyto,0.4431,CPAR2_401060,C01563,3
R07392__cyto,4.2661,CPAR2_100590,C04582,1
R02695__cyto,348.9281,CPAR2_203980,C03765,3
R06521__mito,10.7907,CPAR2_207800,C06124,5
R05000__mito,0.7201,CPAR2_200190,C04145,2
R01549__cyto,1.2505,CPAR2_404130,C00299,1
R02315__cyto,4.5075,CPAR2_808420,C00449,1
R01010__cyto,29.5513,CPAR2_804710,C00111,9
R00802__cyto,33.6381,CPAR2_400770,C00089,3
R00189__cyto,2.4898,CPAR2_214140,C00857,1
R10040__cyto,8.7453,CPAR2_200980,C01594,2
TO0001217_CYTMEM__plas,1.8781,CPAR2_107960,C01762,1
TR0000304_CYTMEM__plas,3.4467,CPAR2_105400,C00376,3
TR0000355_CYTMEM__plas,78.7621,CPAR2_808650,C00455,33
R02537__cyto,339.68,CPAR2_203980,C00601,3
R01826__cyto,14.7046,CPAR2_211970,C00074,4
R01013__cyto,10.8824,CPAR2_102320,C00111,2
R07489__mito,3.0984,CPAR2_703970,C01753,1
TO1021423_CYTMEM__plas,11.3944,CPAR2_209780,C20190,1
R07048__cyto,2.6479,CPAR2_500140,C00219,1
R02534__cyto,0.0225,CPAR2_703530,C00547,1
R01730__cyto,122.0224,CPAR2_400720,C00254,1
R02038__cyto,126.2868,CPAR2_213520,C00346,2
TR0000188_CYTMEM__plas,45.9943,CPAR2_701830,C00219,3
R02536__cyto,339.68,CPAR2_203980,C00601,3
R02697__cyto,348.9281,CPAR2_203980,C03765,3
R03243__cyto,6.6048,CPAR2_402380,C01100,2
R02976__mito,9.9955,CPAR2_804970,C00836,1
R04672__mito,5.5971,CPAR2_406240,C00068,2
TZ2900068_CYTMEM__plas,2.9108,CPAR2_806120,C05684,1
R01829__cyto,3.7007,CPAR2_401230,C00447,1
R06521__cyto,10.7907,CPAR2_207800,C06124,5
TR2900275_CYTMEM__plas,140.6007,CPAR2_805840,C04324,2
R02976__cyto,9.9955,CPAR2_804970,C00836,1
TR1000222_CYTMEM__plas,9.0807,CPAR2_212850,C00257,3
R01608__cyto,0.2476,CPAR2_601180,C01013,1
TR0003850_CYTMEM__plas,26.5423,CPAR2_701830,C06427,3
R00742__cyto,32.2212,CPAR2_105520,C00288,4
R03522__cyto,29.3179,CPAR2_103090,C00051,2
R01231__cyto,4.5944,CPAR2_803560,C00064,2
R06740__cyto,54.0969,CPAR2_104430,C01672,2
R00962__cyto,1.3251,CPAR2_404130,C00475,2
R07108__cyto,16.6222,CPAR2_804090,C14771,1
R03302__cyto,129.893,CPAR2_203980,C04043,3
R00465__cyto,10.7291,CPAR2_407610,C00048,1
R00187__cyto,0.7779,CPAR2_404830,C06197,1
R01392__cyto,20.337,CPAR2_407610,C00258,1
R01890__cyto,10.8143,CPAR2_402510,C00588,2
R00801__cyto,33.6381,CPAR2_400770,C00089,3
R00245__cyto,6.0719,CPAR2_101480,C01165,1
R01011__cyto,4.0391,CPAR2_700910,C00184,1
TR2900135_CYTMEM__plas,9.0616,CPAR2_103870,C00475,2
R04171__cyto,49.4417,CPAR2_500520,C00026,4
R06520__cyto,7.6349,CPAR2_207800,C01120,5
R00776__cyto,7.6145,CPAR2_401690,C00603,1
R04883__cyto,31.0626,CPAR2_203980,C05577,3
R00235__cyto,2.6003,CPAR2_106960,C00033,2
R00940__mito,7.0826,CPAR2_704170,C00101,1
TR2900264_CYTMEM__plas,6.5761,CPAR2_103870,C01081,1
R01512__cyto,52.805,CPAR2_602950,C00197,1
R02236__cyto,18.7054,CPAR2_704170,C00415,1
R05066__cyto,0.2892,CPAR2_601180,C06001,1
R00256__mito,74.4601,CPAR2_106660,C00064,6
R02695__pero,348.9281,CPAR2_203980,C03765,3
R06517__cyto,6.0474,CPAR2_803230,C00836,2
R03103__cyto,9.8634,CPAR2_108400,C04076,1
R00409__cyto,476.3467,CPAR2_105270,C04593,1
R02472__cyto,12.875,CPAR2_103670,C00522,2
R03239__cyto,9.1594,CPAR2_703030,C00081,4
TR2916158_CYTMEM__plas,485.2071,CPAR2_700120,C07086,22
TR1019001_CYTMEM__plas,40.4284,CPAR2_108350,C00267,15
R04173__cyto,5.412,CPAR2_104790,C01005,2
R07346__cyto,358.0986,CPAR2_501140,C00794,1
R02100__cyto,29.7873,CPAR2_109130,C00460,1
R08770__mito,11.0549,CPAR2_108790,C03885,1
R03300__pero,129.893,CPAR2_203980,C04043,3
R04888__cyto,193.4616,CPAR2_203980,C05581,3
R02088__cyto,5.8053,CPAR2_802580,C00360,1
TZ3000021_CYTMEM__plas,13.3621,CPAR2_701660,C00249,13
R00709__mito,25.4351,CPAR2_803630,C00311,1
R03283__pero,578.3731,CPAR2_203980,C01149,3
R00996_Mito__mito,19.3481,CPAR2_304120,C00188,3
R09511__cyto,48.5197,CPAR2_804110,C00026,1
R05640__cyto,0.4575,CPAR2_303740,C01724,1
R00497__cyto,11.4337,CPAR2_702170,C00669,2
R02920__cyto,0.0871,CPAR2_703530,C00788,1
R07046__cyto,2.6479,CPAR2_500140,C00219,1
R01402__cyto,20.8976,CPAR2_503550,C00170,1
R00268__pero,13.4419,CPAR2_209910,C05379,2
R08283__pero,18.5555,CPAR2_203980,C07645,3
R04457__cyto,187.8673,CPAR2_107590,C15556,2
TR0001741_CYTMEM__plas,7.0253,CPAR2_701830,C02679,3
R00966__cyto,0.0163,CPAR2_502030,C00106,2
R00996__cyto,19.3481,CPAR2_304120,C00188,3
R01018__cyto,18.5876,CPAR2_102090,C00063,2
R02282__cyto,121.3623,CPAR2_301210,C00437,2
R02971__cyto,73.9332,CPAR2_602050,C00831,1
R04558__cyto,6.969,CPAR2_703170,C00025,3
R03665__cyto,7.3052,CPAR2_104470,C00183,1
R07456__cyto,111.2326,CPAR2_106660,C00118,6
R02493__cyto,0.867,CPAR2_103710,C00534,2
R06863__cyto,16.8537,CPAR2_804740,C00068,2
R02531__cyto,0.7409,CPAR2_101350,C05999,1
R00214__mito,11.054,CPAR2_602260,C00149,1
TR2900095_CYTMEM__plas,2.504,CPAR2_501920,C00135,4
R00125__cyto,2.2819,CPAR2_703720,C01260,1
TR2900847_CYTMEM__plas,2.1369,CPAR2_600780,C00149,2
R00725__cyto,19.1668,CPAR2_204260,C00031,6
R04300__cyto,169.741,CPAR2_104430,C03758,2
R00256__cyto,74.4601,CPAR2_106660,C00064,10
R00755__cyto,22.9614,CPAR2_501020,C05125,2
R03534__cyto,8.0141,CPAR2_207030,C02630,1
R00066__cyto,87.6741,CPAR2_100220,C04332,1
TO1000419_CYTMEM__plas,0.6911,CPAR2_806580,C00534,3
R09993__cyto,0.0375,CPAR2_211900,C20267,1
R02142__cyto,36.8039,CPAR2_212270,C00119,2
R00945__cyto,2.7991,CPAR2_600480,C00037,2
R01711__cyto,10.2796,CPAR2_204180,C00314,1
R11765__cyto,7.2001,CPAR2_704170,C00272,1
R06364__cyto,4.1596,CPAR2_703140,C00570,1
TR2900232_CYTMEM__plas,6.7574,CPAR2_103870,C00043,2
R01758__cyto,0.2757,CPAR2_101350,C00532,1
R01648__cyto,39.7776,CPAR2_211040,C00026,4
TR0005274_CYTMEM__plas,12.7979,CPAR2_701830,C08362,3
R04427__cyto,0.1175,CPAR2_405010,C05437,1
R01868__cyto,3.8686,CPAR2_804900,C00337,2
R01575__cyto,3.7272,CPAR2_806240,C00216,1
R00226__mito,4.425,CPAR2_406240,C00022,1
TR2019240_CYTMEM__plas,0.176,CPAR2_200150,C17349,1
R11765__mito,7.2001,CPAR2_704170,C00272,1
TR2916889_CYTMEM__plas,26.0365,CPAR2_805840,C00158,2
R00713__cyto,6.7477,CPAR2_404090,C00232,2
R10057__cyto,2.1711,CPAR2_400970,C04530,2
R00615__cyto,38.171,CPAR2_213120,C00068,2
R03269__cyto,0.471,CPAR2_800750,C04352,1
R07481__cyto,0.4141,CPAR2_405010,C01902,1
TO1000220_CYTMEM__plas,132.4919,CPAR2_201900,C00255,3
TR0002846_CYTMEM__plas,16.5978,CPAR2_701830,C04672,3
TO1003279_CYTMEM__plas,2.5081,CPAR2_209780,C05512,1
R02135__cyto,98.7057,CPAR2_804710,C01081,9
R00987__cyto,11.8713,CPAR2_207220,C00328,1
R02025__cyto,68.8051,CPAR2_600890,C00073,1
R01039__cyto,18.6858,CPAR2_808750,C00116,1
R09372__cyto,1.6118,CPAR2_303180,C18902,1
R02294__cyto,2.9952,CPAR2_103240,C03150,1
R00391__cyto,26.8076,CPAR2_212970,C00024,3
TR1000100_CYTMEM__plas,51.0403,CPAR2_108350,C00116,13
TR2900282_CYTMEM__plas,64.5898,CPAR2_805840,C04115,2
R00010__cyto,17.7833,CPAR2_208980,C01083,2
TR2000558_CYTMEM__plas,27.9517,CPAR2_700120,C00750,11
R01639__cyto,0.9289,CPAR2_500850,C00310,1
R10052__cyto,9.7386,CPAR2_805510,C04411,1
TO1000218_CYTMEM__plas,0.7573,CPAR2_806580,C00253,3
TR2916906_CYTMEM__plas,2.9017,CPAR2_404450,C00036,2
R01373__cyto,6.2656,CPAR2_102850,C00254,1
R00670__cyto,18.625,CPAR2_110210,C00077,1
R02354__e_r_,1.6651,CPAR2_500140,C00468,1
R11861__cyto,31.2312,CPAR2_402290,C00051,1
R00277__cyto,0.2312,CPAR2_204180,C00647,1
R00549__cyto,4.748,CPAR2_202590,C00255,1
TR0000114_CYTMEM__plas,107.891,CPAR2_808650,C00130,33
R08548__cyto,0.716,CPAR2_503990,C01094,1
TR0000536_CYTMEM__plas,12.865,CPAR2_701830,C00712,3
R01870__cyto,1.3843,CPAR2_802790,C00295,2
R03051__mito,1.2385,CPAR2_603140,C00900,1
R09377__cyto,1.0762,CPAR2_303420,C18910,1
TR2916916_CYTMEM__plas,12.4791,CPAR2_404540,C00047,2
R02058__cyto,43.2557,CPAR2_211290,C00352,2
TR2916891_CYTMEM__plas,42.6536,CPAR2_805840,C00074,2
R05734__cyto,2.2261,CPAR2_400970,C11509,2
TR1000926_CYTMEM__plas,2.0651,CPAR2_203510,C01262,11
R05070__mito,0.4727,CPAR2_100130,C06007,1
TR2916887_CYTMEM__plas,2820.253,CPAR2_603710,C00122,2
TR2900278_CYTMEM__plas,26.0365,CPAR2_805840,C00158,2
TR0000331_CYTMEM__plas,1.2496,CPAR2_803540,C00417,1
R01529__cyto,23.1476,CPAR2_300170,C00199,1
TR2900220_CYTMEM__plas,6.5761,CPAR2_103870,C01081,2
R00767__cyto,11.4134,CPAR2_703030,C00063,4
R07899__cyto,191.9658,CPAR2_203980,C00024,6
R00940__cyto,7.0826,CPAR2_704170,C00101,1
R04972__cyto,0.2457,CPAR2_404040,C05766,1
R07641__cyto,1.1834,CPAR2_203160,C00288,3
R01964__cyto,42.3634,CPAR2_204260,C00329,6
TR2004654_CYTMEM__plas,4.5437,CPAR2_700120,C07481,9
R10994__cyto,10.7266,CPAR2_702170,C21015,2
R04862__cyto,0.1532,CPAR2_802940,C05662,1
R02557__cyto,1.5039,CPAR2_103240,C00559,1
R03222__cyto,11.9195,CPAR2_804760,C01079,1
R12403__cyto,0.9861,CPAR2_400970,C05103,2
R00006__mito,3.2702,CPAR2_406240,C00900,1
R05556__cyto,2.6865,CPAR2_405540,C00129,2
TR2900250_CYTMEM__plas,8.8752,CPAR2_103870,C00063,2
R01863__cyto,2.8591,CPAR2_103240,C00294,1
R11097__mito,6.1935,CPAR2_703970,C21106,1
R02887__cyto,12.3609,CPAR2_200980,C01898,2
R03220__cyto,3.881,CPAR2_103450,C03263,1
R00551__cyto,15.6891,CPAR2_100820,C00062,1
TR2900248_CYTMEM__plas,6.5761,CPAR2_103870,C01081,1
TO0000246_CYTMEM__plas,1.8647,CPAR2_107960,C00294,1
TO1000577_CYTMEM__plas,68.7651,CPAR2_201900,C00777,3
TR2900849_CYTMEM__plas,4156.2169,CPAR2_100870,C00122,4
R09541__cyto,14.7079,CPAR2_300620,C14818,7
R02236__mito,18.7054,CPAR2_704170,C00415,1
R03990__cyto,20.0125,CPAR2_807600,C02593,4
R00830__cyto,2.249,CPAR2_801090,C00091,2
R05615__cyto,0.7118,CPAR2_200190,C04146,2
R05725__cyto,2.231,CPAR2_101680,C00533,2
R00391__mito,26.8076,CPAR2_212970,C00024,3
R00936__mito,2.8897,CPAR2_500880,C00101,1
R03660__cyto,38.5795,CPAR2_800830,C00079,3
R03869__cyto,1.4882,CPAR2_703590,C06002,3
TO1000242_CYTMEM__plas,2244.7076,CPAR2_101880,C00288,3
R11100__cyto,2.4357,CPAR2_213940,C02218,2
R02291__cyto,29.1982,CPAR2_210860,C03082,1
R12405__cyto,0.1589,CPAR2_801560,C22136,1
TR2900230_CYTMEM__plas,6.7574,CPAR2_103870,C00203,2
R00771__cyto,28.0367,CPAR2_204880,C00092,1
R07034__cyto,139.034,CPAR2_104050,C05356,2
TR0003555_CYTMEM__plas,417.829,CPAR2_701830,C05966,3
R00842__mito,2.0171,CPAR2_601770,C00093,2
R01004__cyto,50.5159,CPAR2_106240,C00621,1
TR2900875_CYTMEM__plas,3.0031,CPAR2_600780,C00059,1
R00678__cyto,11.1389,CPAR2_100040,C00078,1
R01057__cyto,43.0047,CPAR2_800220,C00620,2
R04509__cyto,0.1943,CPAR2_211900,C04556,1
R02412__cyto,6.4999,CPAR2_400020,C00493,1
R01135__cyto,13.517,CPAR2_803640,C00130,2
TR1009049_CYTMEM__plas,19.4044,CPAR2_203500,C12270,11
TO1001401_CYTMEM__plas,35.1185,CPAR2_201900,C02059,3
TR0000209_CYTMEM__plas,11.7712,CPAR2_301150,C00244,11
R04035__cyto,1.21,CPAR2_402720,C02739,1
R02543__cyto,11.5097,CPAR2_803230,C03640,2
R03656__cyto,9.4646,CPAR2_601570,C00407,2
R02985__cyto,11.1954,CPAR2_200990,C00031,4
TO0003279_CYTMEM__plas,0.6078,CPAR2_107960,C05512,1
R04209__cyto,8.7636,CPAR2_805940,C03373,1
R12121__mito,0.303,CPAR2_303740,C21921,1
TR0000365_CYTMEM__plas,1.3145,CPAR2_105400,C00473,3
R02536__pero,339.68,CPAR2_203980,C00601,3
R01130__cyto,19.0877,CPAR2_701040,C00130,2
R00289__cyto,2.1407,CPAR2_203830,C00103,1
R00895__cyto,35.7255,CPAR2_701830,C00026,6
R00659__cyto,11.3027,CPAR2_209240,C00022,1
R02527__cyto,7.5191,CPAR2_407610,C00937,1
TR0000532_CYTMEM__plas,10.911,CPAR2_301150,C00704,11
R00769__cyto,9.1048,CPAR2_703030,C00085,2
TR2900025_CYTMEM__plas,19.507,CPAR2_404540,C00062,2
R01009__cyto,0.347,CPAR2_804380,C00096,2
TR2000054_CYTMEM__plas,2.1321,CPAR2_703450,C00065,1
R02133__cyto,8.7814,CPAR2_211900,C00378,1
R01071__cyto,51.0147,CPAR2_100200,C00119,1
TR2900136_CYTMEM__plas,6.5761,CPAR2_103870,C01081,2
R01800__cyto,9.6997,CPAR2_209060,C00065,1
R03894__cyto,3.1243,CPAR2_203270,C00671,1
R03658__cyto,6.0046,CPAR2_807790,C00047,2
R02175__mito,1.549,CPAR2_602300,C05805,1
R00694__cyto,49.4417,CPAR2_500520,C00026,14
R01961__cyto,42.3634,CPAR2_204260,C00329,3
TO1000654_CYTMEM__plas,12.9406,CPAR2_209780,C00881,1
R08632__cyto,2.4218,CPAR2_701500,C02291,2
TR0014518_CYTMEM__plas,1.7479,CPAR2_105400,C15782,3
R12356__cyto,23.9229,CPAR2_807710,C00100,4
R02090__cyto,50.0685,CPAR2_303080,C00362,1
T_L_Glutamate_C00025__plas,11.3537,CPAR2_202850,C00025,1
R02355__cyto,1.6651,CPAR2_500140,C00468,1
R02245__cyto,33.319,CPAR2_803530,C00418,1
R00842__cyto,2.0171,CPAR2_601770,C00093,2
R01073__cyto,0.5965,CPAR2_500060,C00108,2
R07050__cyto,2.6479,CPAR2_500140,C00219,1
R08509__cyto,0.0434,CPAR2_101350,C06423,1
TR0000552_CYTMEM__plas,10.911,CPAR2_301150,C16487,12
R05048__cyto,7.3964,CPAR2_101130,C05923,1
R12400__cyto,2.0994,CPAR2_209240,C22122,1
R03283__cyto,578.3731,CPAR2_203980,C01149,3
TZ2900056_CYTMEM__plas,2.3588,CPAR2_806120,C00283,1
TR2900977_CYTMEM__plas,23.359,CPAR2_406100,C00219,2
TR2901083_CYTMEM__plas,120.902,CPAR2_406100,C05356,2
R01411__cyto,1.6487,CPAR2_602820,C02376,1
R00893__cyto,116.79,CPAR2_701230,C00097,1
R01682__cyto,71.0859,CPAR2_804600,C00506,3
R10039__cyto,8.1733,CPAR2_200980,C08334,2
TR0002653_CYTMEM__plas,0.574,CPAR2_803540,C04324,1
TO1000087_CYTMEM__plas,49.824,CPAR2_201900,C00101,3
TR2900973_CYTMEM__plas,3.1667,CPAR2_406100,C02679,2
TR0002172_CYTMEM__plas,1.9077,CPAR2_105400,C04145,3
R01978__cyto,2.9069,CPAR2_701400,C00024,2
R03194__mito,10.0075,CPAR2_210690,C01051,1
R06861__cyto,16.8537,CPAR2_804740,C00068,2
TR2901063_CYTMEM__plas,3.366,CPAR2_406100,C01530,2
TR0000906_CYTMEM__plas,1.5016,CPAR2_105400,C01230,3
R01132__cyto,36.8039,CPAR2_212270,C00119,2
R03035__cyto,27.9568,CPAR2_407440,C01134,1
R01771__cyto,4.705,CPAR2_303730,C00263,1
R05577__cyto,15.433,CPAR2_107220,C00049,1
R01887__cyto,10.987,CPAR2_303130,C05715,1
R07759__cyto,0.4109,CPAR2_205030,C16216,1
R04929__cyto,1.7984,CPAR2_203530,C05697,1
R02540__cyto,612.6255,CPAR2_203980,C02505,3
R03920__cyto,23.1388,CPAR2_204260,C02336,3
R00517__cyto,1.3251,CPAR2_404130,C00475,1
R00084__cyto,2.4258,CPAR2_404580,C00931,1
R00036__cyto,1.0584,CPAR2_211790,C00430,2
R04448__cyto,2.5178,CPAR2_103480,C04294,1
R01618__cyto,4.4421,CPAR2_600800,C00224,1
